AFFILIATION_ID|PROVIDER_ID|AFFILIATE_PROVIDER_ID|AFFILIATION_TYPE_CD|PREFERRED_AFFIL_FLAG|AFFILIATE_PAYABLE|PCP_FLAG|EFFECTIVE_DT|TERM_DT
BLA000010818^BLA000000010^20160101_000000.^BLA0NA|BLA000010818^BLA0NA|BLA000000010^BLA0NA||N|||2016-01-01|2016-12-31
BLA000010818^BLAIPA000051^20170101_000000.^BLA0NA|BLA000010818^BLA0NA|BLAIPA000051^BLA0NA||N|||2017-01-01|9999-12-31
BLA000010867^BLA000000008^20160101_000000.^BLA0NA|BLA000010867^BLA0NA|BLA000000008^BLA0NA||N|||2016-01-01|9999-12-31
BLA000010894^BLA000000008^20160101_000000.^BLA0NA|BLA000010894^BLA0NA|BLA000000008^BLA0NA||N|||2016-01-01|9999-12-31
BLA000010941^BLA000000009^20160101_000000.^BLA0NA|BLA000010941^BLA0NA|BLA000000009^BLA0NA||N|||2016-01-01|2016-12-31
BLA000010941^BLAIPA000051^20170101_000000.^BLA0NA|BLA000010941^BLA0NA|BLAIPA000051^BLA0NA||N|||2017-01-01|9999-12-31
BLA000011007^BLAIPA000007^20160501_000000.^BLA0NA|BLA000011007^BLA0NA|BLAIPA000007^BLA0NA||N|||2016-05-01|9999-12-31
BLA000011039^BLA000000005^20160101_000000.^BLA0NA|BLA000011039^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000011040^BLA000000011^20170112_000000.^BLA0NA|BLA000011040^BLA0NA|BLA000000011^BLA0NA||N|||2017-01-12|9999-12-31
BLA000011053^BLA000000009^20160501_000000.^BLA0NA|BLA000011053^BLA0NA|BLA000000009^BLA0NA||N|||2016-05-01|2016-12-31
BLA000011053^BLAIPA000053^20170101_000000.^BLA0NA|BLA000011053^BLA0NA|BLAIPA000053^BLA0NA||N|||2017-01-01|9999-12-31
BLA000011058^BLA000000010^20160101_000000.^BLA0NA|BLA000011058^BLA0NA|BLA000000010^BLA0NA||N|||2016-01-01|9999-12-31
BLA000011078^BLA000000005^20160101_000000.^BLA0NA|BLA000011078^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000011079^BLA000000005^20160101_000000.^BLA0NA|BLA000011079^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000011106^BLA000000011^20160101_000000.^BLA0NA|BLA000011106^BLA0NA|BLA000000011^BLA0NA||N|||2016-01-01|9999-12-31
BLA000011134^BLA000000011^20160101_000000.^BLA0NA|BLA000011134^BLA0NA|BLA000000011^BLA0NA||N|||2016-01-01|9999-12-31
BLA000011266^BLA000000008^20160101_000000.^BLA0NA|BLA000011266^BLA0NA|BLA000000008^BLA0NA||N|||2016-01-01|9999-12-31
BLA000011301^BLAIPA000051^20170101_000000.^BLA0NA|BLA000011301^BLA0NA|BLAIPA000051^BLA0NA||N|||2017-01-01|9999-12-31
BLA000011302^BLA000000009^20160101_000000.^BLA0NA|BLA000011302^BLA0NA|BLA000000009^BLA0NA||N|||2016-01-01|2016-12-31
BLA000011302^BLAIPA000051^20170101_000000.^BLA0NA|BLA000011302^BLA0NA|BLAIPA000051^BLA0NA||N|||2017-01-01|9999-12-31
BLA000011323^BLA000000009^20180101_000000.^BLA0NA|BLA000011323^BLA0NA|BLA000000009^BLA0NA||N|||2018-01-01|9999-12-31
BLA000011338^BLA000000005^20160101_000000.^BLA0NA|BLA000011338^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000011345^BLA000000009^20160101_000000.^BLA0NA|BLA000011345^BLA0NA|BLA000000009^BLA0NA||N|||2016-01-01|2016-12-31
BLA000011345^BLAIPA000051^20170101_000000.^BLA0NA|BLA000011345^BLA0NA|BLAIPA000051^BLA0NA||N|||2017-01-01|9999-12-31
BLA000011362^BLAIPA000021^20160101_000000.^BLA0NA|BLA000011362^BLA0NA|BLAIPA000021^BLA0NA||N|||2016-01-01|9999-12-31
BLA000011410^BLA000000009^20160101_000000.^BLA0NA|BLA000011410^BLA0NA|BLA000000009^BLA0NA||N|||2016-01-01|9999-12-31
BLA000011452^BLAIPA000045^20160101_000000.^BLA0NA|BLA000011452^BLA0NA|BLAIPA000045^BLA0NA||N|||2016-01-01|9999-12-31
BLA000011946^BLA000000009^20160101_000000.^BLA0NA|BLA000011946^BLA0NA|BLA000000009^BLA0NA||N|||2016-01-01|9999-12-31
BLA000011975^BLA000000009^20160501_000000.^BLA0NA|BLA000011975^BLA0NA|BLA000000009^BLA0NA||N|||2016-05-01|9999-12-31
BLA000012110^BLA000000005^20160101_000000.^BLA0NA|BLA000012110^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000012172^BLA000000001^20160101_000000.^BLA0NA|BLA000012172^BLA0NA|BLA000000001^BLA0NA||N|||2016-01-01|9999-12-31
BLA000012237^BLA000000005^20160101_000000.^BLA0NA|BLA000012237^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000012279^BLAIPA000013^20160101_000000.^BLA0NA|BLA000012279^BLA0NA|BLAIPA000013^BLA0NA||N|||2016-01-01|9999-12-31
BLA000012338^BLA000000011^20160809_000000.^BLA0NA|BLA000012338^BLA0NA|BLA000000011^BLA0NA||N|||2016-08-09|9999-12-31
BLA000012439^BLA000000008^20160101_000000.^BLA0NA|BLA000012439^BLA0NA|BLA000000008^BLA0NA||N|||2016-01-01|9999-12-31
BLA000012457^BLAIPA000007^20160101_000000.^BLA0NA|BLA000012457^BLA0NA|BLAIPA000007^BLA0NA||N|||2016-01-01|9999-12-31
BLA000012636^BLA000000010^20180101_000000.^BLA0NA|BLA000012636^BLA0NA|BLA000000010^BLA0NA||N|||2018-01-01|9999-12-31
BLA000012638^BLA000000009^20160101_000000.^BLA0NA|BLA000012638^BLA0NA|BLA000000009^BLA0NA||N|||2016-01-01|9999-12-31
BLA000012680^BLA000000005^20160101_000000.^BLA0NA|BLA000012680^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000012683^BLA000000005^20160101_000000.^BLA0NA|BLA000012683^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000012742^BLA000000009^20180101_000000.^BLA0NA|BLA000012742^BLA0NA|BLA000000009^BLA0NA||N|||2018-01-01|9999-12-31
BLA000012753^BLA000000009^20180101_000000.^BLA0NA|BLA000012753^BLA0NA|BLA000000009^BLA0NA||N|||2018-01-01|9999-12-31
BLA000012964^BLAIPA000007^20160101_000000.^BLA0NA|BLA000012964^BLA0NA|BLAIPA000007^BLA0NA||N|||2016-01-01|9999-12-31
BLA000013009^BLA000000005^20160101_000000.^BLA0NA|BLA000013009^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000013215^BLA000000008^20180101_000000.^BLA0NA|BLA000013215^BLA0NA|BLA000000008^BLA0NA||N|||2018-01-01|9999-12-31
BLA000013228^BLA000000010^20160101_000000.^BLA0NA|BLA000013228^BLA0NA|BLA000000010^BLA0NA||N|||2016-01-01|9999-12-31
BLA000013229^BLA000000010^20160101_000000.^BLA0NA|BLA000013229^BLA0NA|BLA000000010^BLA0NA||N|||2016-01-01|9999-12-31
BLA000013232^BLA000000010^20160101_000000.^BLA0NA|BLA000013232^BLA0NA|BLA000000010^BLA0NA||N|||2016-01-01|9999-12-31
BLA000013260^BLA000000009^20160601_000000.^BLA0NA|BLA000013260^BLA0NA|BLA000000009^BLA0NA||N|||2016-06-01|2016-12-31
BLA000013260^BLAIPA000051^20170101_000000.^BLA0NA|BLA000013260^BLA0NA|BLAIPA000051^BLA0NA||N|||2017-01-01|9999-12-31
BLA000013372^BLA000000009^20180101_000000.^BLA0NA|BLA000013372^BLA0NA|BLA000000009^BLA0NA||N|||2018-01-01|9999-12-31
BLA000013405^BLA000000005^20160101_000000.^BLA0NA|BLA000013405^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000013522^BLAIPA000019^20160101_000000.^BLA0NA|BLA000013522^BLA0NA|BLAIPA000019^BLA0NA||N|||2016-01-01|9999-12-31
BLA000013575^BLA000000011^20160101_000000.^BLA0NA|BLA000013575^BLA0NA|BLA000000011^BLA0NA||N|||2016-01-01|9999-12-31
BLA000013675^BLA000000011^20160101_000000.^BLA0NA|BLA000013675^BLA0NA|BLA000000011^BLA0NA||N|||2016-01-01|9999-12-31
BLA000013697^BLA000000010^20160101_000000.^BLA0NA|BLA000013697^BLA0NA|BLA000000010^BLA0NA||N|||2016-01-01|9999-12-31
BLA000013735^BLA000000010^20160101_000000.^BLA0NA|BLA000013735^BLA0NA|BLA000000010^BLA0NA||N|||2016-01-01|9999-12-31
BLA000013992^BLA000000005^20160101_000000.^BLA0NA|BLA000013992^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000014194^BLA000000009^20160501_000000.^BLA0NA|BLA000014194^BLA0NA|BLA000000009^BLA0NA||N|||2016-05-01|2016-12-31
BLA000014194^BLAIPA000053^20170101_000000.^BLA0NA|BLA000014194^BLA0NA|BLAIPA000053^BLA0NA||N|||2017-01-01|9999-12-31
BLA000014223^BLA000000009^20160301_000000.^BLA0NA|BLA000014223^BLA0NA|BLA000000009^BLA0NA||N|||2016-03-01|9999-12-31
BLA000014337^BLA000000009^20160501_000000.^BLA0NA|BLA000014337^BLA0NA|BLA000000009^BLA0NA||N|||2016-05-01|2016-12-31
BLA000014337^BLAIPA000047^20170101_000000.^BLA0NA|BLA000014337^BLA0NA|BLAIPA000047^BLA0NA||N|||2017-01-01|9999-12-31
BLA000014853^BLA000000011^20160101_000000.^BLA0NA|BLA000014853^BLA0NA|BLA000000011^BLA0NA||N|||2016-01-01|9999-12-31
BLA000015093^BLAIPA000033^20160101_000000.^BLA0NA|BLA000015093^BLA0NA|BLAIPA000033^BLA0NA||N|||2016-01-01|9999-12-31
BLA000015108^BLAIPA000033^20160101_000000.^BLA0NA|BLA000015108^BLA0NA|BLAIPA000033^BLA0NA||N|||2016-01-01|9999-12-31
BLA000015129^BLA000000005^20160101_000000.^BLA0NA|BLA000015129^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000015167^BLA000000011^20180101_000000.^BLA0NA|BLA000015167^BLA0NA|BLA000000011^BLA0NA||N|||2018-01-01|9999-12-31
BLA000015195^BLA000000005^20160101_000000.^BLA0NA|BLA000015195^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000015222^BLA000000011^20180101_000000.^BLA0NA|BLA000015222^BLA0NA|BLA000000011^BLA0NA||N|||2018-01-01|9999-12-31
BLA000015400^BLA000000011^20160101_000000.^BLA0NA|BLA000015400^BLA0NA|BLA000000011^BLA0NA||N|||2016-01-01|9999-12-31
BLA000015463^BLA000000009^20180101_000000.^BLA0NA|BLA000015463^BLA0NA|BLA000000009^BLA0NA||N|||2018-01-01|9999-12-31
BLA000015649^BLA000000009^20160701_000000.^BLA0NA|BLA000015649^BLA0NA|BLA000000009^BLA0NA||N|||2016-07-01|9999-12-31
BLA000015675^BLA000000009^20160501_000000.^BLA0NA|BLA000015675^BLA0NA|BLA000000009^BLA0NA||N|||2016-05-01|2016-12-31
BLA000015675^BLAIPA000047^20170101_000000.^BLA0NA|BLA000015675^BLA0NA|BLAIPA000047^BLA0NA||N|||2017-01-01|9999-12-31
BLA000015788^BLA000000010^20160101_000000.^BLA0NA|BLA000015788^BLA0NA|BLA000000010^BLA0NA||N|||2016-01-01|9999-12-31
BLA000015789^BLA000000010^20160101_000000.^BLA0NA|BLA000015789^BLA0NA|BLA000000010^BLA0NA||N|||2016-01-01|9999-12-31
BLA000015796^BLAIPA000022^20160101_000000.^BLA0NA|BLA000015796^BLA0NA|BLAIPA000022^BLA0NA||N|||2016-01-01|9999-12-31
BLA000015814^BLA000000011^20180101_000000.^BLA0NA|BLA000015814^BLA0NA|BLA000000011^BLA0NA||N|||2018-01-01|9999-12-31
BLA000015820^BLA000000011^20180101_000000.^BLA0NA|BLA000015820^BLA0NA|BLA000000011^BLA0NA||N|||2018-01-01|9999-12-31
BLA000015944^BLA000000009^20180101_000000.^BLA0NA|BLA000015944^BLA0NA|BLA000000009^BLA0NA||N|||2018-01-01|9999-12-31
BLA000015975^BLAIPA000045^20160101_000000.^BLA0NA|BLA000015975^BLA0NA|BLAIPA000045^BLA0NA||N|||2016-01-01|9999-12-31
BLA000016128^BLA000000005^20160101_000000.^BLA0NA|BLA000016128^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000016184^BLA000000009^20160601_000000.^BLA0NA|BLA000016184^BLA0NA|BLA000000009^BLA0NA||N|||2016-06-01|2016-12-31
BLA000016184^BLAIPA000051^20170101_000000.^BLA0NA|BLA000016184^BLA0NA|BLAIPA000051^BLA0NA||N|||2017-01-01|9999-12-31
BLA000016299^BLAIPA000015^20160101_000000.^BLA0NA|BLA000016299^BLA0NA|BLAIPA000015^BLA0NA||N|||2016-01-01|9999-12-31
BLA000016300^BLAIPA000015^20160101_000000.^BLA0NA|BLA000016300^BLA0NA|BLAIPA000015^BLA0NA||N|||2016-01-01|9999-12-31
BLA000016364^BLA000000005^20160101_000000.^BLA0NA|BLA000016364^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000016500^BLA000000010^20160101_000000.^BLA0NA|BLA000016500^BLA0NA|BLA000000010^BLA0NA||N|||2016-01-01|9999-12-31
BLA000016608^BLA000000009^20160301_000000.^BLA0NA|BLA000016608^BLA0NA|BLA000000009^BLA0NA||N|||2016-03-01|2016-12-31
BLA000016608^BLAIPA000049^20170101_000000.^BLA0NA|BLA000016608^BLA0NA|BLAIPA000049^BLA0NA||N|||2017-01-01|9999-12-31
BLA000016695^BLA000000005^20160101_000000.^BLA0NA|BLA000016695^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000016806^BLA000000009^20160101_000000.^BLA0NA|BLA000016806^BLA0NA|BLA000000009^BLA0NA||N|||2016-01-01|2017-10-11
BLA000016806^BLAIPA000051^20171012_000000.^BLA0NA|BLA000016806^BLA0NA|BLAIPA000051^BLA0NA||N|||2017-10-12|9999-12-31
BLA000016846^BLA000000010^20160101_000000.^BLA0NA|BLA000016846^BLA0NA|BLA000000010^BLA0NA||N|||2016-01-01|2016-12-31
BLA000016846^BLAIPA000051^20170101_000000.^BLA0NA|BLA000016846^BLA0NA|BLAIPA000051^BLA0NA||N|||2017-01-01|9999-12-31
BLA000016912^BLA000000008^20160101_000000.^BLA0NA|BLA000016912^BLA0NA|BLA000000008^BLA0NA||N|||2016-01-01|2016-12-31
BLA000016912^BLAIPA000051^20170101_000000.^BLA0NA|BLA000016912^BLA0NA|BLAIPA000051^BLA0NA||N|||2017-01-01|9999-12-31
BLA000017011^BLAIPA000013^20160101_000000.^BLA0NA|BLA000017011^BLA0NA|BLAIPA000013^BLA0NA||N|||2016-01-01|9999-12-31
BLA000017261^BLA000000011^20170501_000000.^BLA0NA|BLA000017261^BLA0NA|BLA000000011^BLA0NA||N|||2017-05-01|9999-12-31
BLA000017308^BLAIPA000007^20160101_000000.^BLA0NA|BLA000017308^BLA0NA|BLAIPA000007^BLA0NA||N|||2016-01-01|9999-12-31
BLA000017696^BLA000000005^20160101_000000.^BLA0NA|BLA000017696^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000017697^BLA000000005^20160101_000000.^BLA0NA|BLA000017697^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000018167^BLA000000008^20180101_000000.^BLA0NA|BLA000018167^BLA0NA|BLA000000008^BLA0NA||N|||2018-01-01|9999-12-31
BLA000018187^BLA000000005^20160101_000000.^BLA0NA|BLA000018187^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000018230^BLAIPA000022^20160101_000000.^BLA0NA|BLA000018230^BLA0NA|BLAIPA000022^BLA0NA||N|||2016-01-01|9999-12-31
BLA000018238^BLA000000010^20160101_000000.^BLA0NA|BLA000018238^BLA0NA|BLA000000010^BLA0NA||N|||2016-01-01|9999-12-31
BLA000018335^BLA000000009^20160601_000000.^BLA0NA|BLA000018335^BLA0NA|BLA000000009^BLA0NA||N|||2016-06-01|2016-12-31
BLA000018335^BLAIPA000051^20170101_000000.^BLA0NA|BLA000018335^BLA0NA|BLAIPA000051^BLA0NA||N|||2017-01-01|9999-12-31
BLA000018385^BLA000000011^20180101_000000.^BLA0NA|BLA000018385^BLA0NA|BLA000000011^BLA0NA||N|||2018-01-01|9999-12-31
BLA000018472^BLA000000009^20160101_000000.^BLA0NA|BLA000018472^BLA0NA|BLA000000009^BLA0NA||N|||2016-01-01|2016-12-31
BLA000018472^BLAIPA000051^20170101_000000.^BLA0NA|BLA000018472^BLA0NA|BLAIPA000051^BLA0NA||N|||2017-01-01|9999-12-31
BLA000018834^BLA000000009^20160101_000000.^BLA0NA|BLA000018834^BLA0NA|BLA000000009^BLA0NA||N|||2016-01-01|9999-12-31
BLA000018909^BLA000000005^20160101_000000.^BLA0NA|BLA000018909^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000018958^BLAIPA000013^20160101_000000.^BLA0NA|BLA000018958^BLA0NA|BLAIPA000013^BLA0NA||N|||2016-01-01|9999-12-31
BLA000018962^BLAIPA000013^20160101_000000.^BLA0NA|BLA000018962^BLA0NA|BLAIPA000013^BLA0NA||N|||2016-01-01|9999-12-31
BLA000019102^BLA000000009^20160101_000000.^BLA0NA|BLA000019102^BLA0NA|BLA000000009^BLA0NA||N|||2016-01-01|9999-12-31
BLA000019120^BLAIPA000023^20160101_000000.^BLA0NA|BLA000019120^BLA0NA|BLAIPA000023^BLA0NA||N|||2016-01-01|9999-12-31
BLA000019576^BLA000000011^20160101_000000.^BLA0NA|BLA000019576^BLA0NA|BLA000000011^BLA0NA||N|||2016-01-01|9999-12-31
BLA000019825^BLA000000009^20160101_000000.^BLA0NA|BLA000019825^BLA0NA|BLA000000009^BLA0NA||N|||2016-01-01|2017-10-11
BLA000019825^BLAIPA000051^20171012_000000.^BLA0NA|BLA000019825^BLA0NA|BLAIPA000051^BLA0NA||N|||2017-10-12|9999-12-31
BLA000019841^BLA000000008^20160101_000000.^BLA0NA|BLA000019841^BLA0NA|BLA000000008^BLA0NA||N|||2016-01-01|9999-12-31
BLA000020217^BLA000000008^20180101_000000.^BLA0NA|BLA000020217^BLA0NA|BLA000000008^BLA0NA||N|||2018-01-01|9999-12-31
BLA000020283^BLA000000010^20180101_000000.^BLA0NA|BLA000020283^BLA0NA|BLA000000010^BLA0NA||N|||2018-01-01|9999-12-31
BLA000020334^BLA000000011^20160101_000000.^BLA0NA|BLA000020334^BLA0NA|BLA000000011^BLA0NA||N|||2016-01-01|9999-12-31
BLA000020388^BLA000000005^20160101_000000.^BLA0NA|BLA000020388^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000020483^BLAIPA000013^20160101_000000.^BLA0NA|BLA000020483^BLA0NA|BLAIPA000013^BLA0NA||N|||2016-01-01|9999-12-31
BLA000020710^BLAIPA000013^20160101_000000.^BLA0NA|BLA000020710^BLA0NA|BLAIPA000013^BLA0NA||N|||2016-01-01|9999-12-31
BLA000020754^BLA000000011^20180101_000000.^BLA0NA|BLA000020754^BLA0NA|BLA000000011^BLA0NA||N|||2018-01-01|9999-12-31
BLA000020784^BLA000000008^20160101_000000.^BLA0NA|BLA000020784^BLA0NA|BLA000000008^BLA0NA||N|||2016-01-01|9999-12-31
BLA000020811^BLA000000009^20160101_000000.^BLA0NA|BLA000020811^BLA0NA|BLA000000009^BLA0NA||N|||2016-01-01|2017-10-11
BLA000020811^BLAIPA000051^20171012_000000.^BLA0NA|BLA000020811^BLA0NA|BLAIPA000051^BLA0NA||N|||2017-10-12|9999-12-31
BLA000020938^BLA000000009^20180101_000000.^BLA0NA|BLA000020938^BLA0NA|BLA000000009^BLA0NA||N|||2018-01-01|9999-12-31
BLA000021038^BLA000000011^20160101_000000.^BLA0NA|BLA000021038^BLA0NA|BLA000000011^BLA0NA||N|||2016-01-01|9999-12-31
BLA000021054^BLA000000009^20180101_000000.^BLA0NA|BLA000021054^BLA0NA|BLA000000009^BLA0NA||N|||2018-01-01|9999-12-31
BLA000021063^BLA000000011^20171001_000000.^BLA0NA|BLA000021063^BLA0NA|BLA000000011^BLA0NA||N|||2017-10-01|9999-12-31
BLA000021143^BLA000000009^20161101_000000.^BLA0NA|BLA000021143^BLA0NA|BLA000000009^BLA0NA||N|||2016-11-01|9999-12-31
BLA000021215^BLA000000011^20160101_000000.^BLA0NA|BLA000021215^BLA0NA|BLA000000011^BLA0NA||N|||2016-01-01|9999-12-31
BLA000021332^BLA000000011^20180101_000000.^BLA0NA|BLA000021332^BLA0NA|BLA000000011^BLA0NA||N|||2018-01-01|9999-12-31
BLA000021396^BLA000000011^20160101_000000.^BLA0NA|BLA000021396^BLA0NA|BLA000000011^BLA0NA||N|||2016-01-01|9999-12-31
BLA000021412^BLA000000009^20160101_000000.^BLA0NA|BLA000021412^BLA0NA|BLA000000009^BLA0NA||N|||2016-01-01|9999-12-31
BLA000021412^BLA000000009^20160101_000000.^EHI0NA|BLA000021412^EHI0NA|BLA000000009^EHI0NA||N|||2016-01-01|9999-12-31
BLA000021413^BLA000000011^20160101_000000.^BLA0NA|BLA000021413^BLA0NA|BLA000000011^BLA0NA||N|||2016-01-01|9999-12-31
BLA000021443^BLA000000008^20161001_000000.^BLA0NA|BLA000021443^BLA0NA|BLA000000008^BLA0NA||N|||2016-10-01|9999-12-31
BLA000021446^BLAIPA000050^20160101_000000.^BLA0NA|BLA000021446^BLA0NA|BLAIPA000050^BLA0NA||N|||2016-01-01|9999-12-31
BLA000021468^BLA000000008^20160101_000000.^BLA0NA|BLA000021468^BLA0NA|BLA000000008^BLA0NA||N|||2016-01-01|9999-12-31
BLA000021483^BLA000000008^20160101_000000.^BLA0NA|BLA000021483^BLA0NA|BLA000000008^BLA0NA||N|||2016-01-01|9999-12-31
BLA000021485^BLA000000009^20160315_000000.^BLA0NA|BLA000021485^BLA0NA|BLA000000009^BLA0NA||N|||2016-03-15|9999-12-31
BLA000021486^BLAIPA000013^20160101_000000.^BLA0NA|BLA000021486^BLA0NA|BLAIPA000013^BLA0NA||N|||2016-01-01|9999-12-31
BLA000021525^BLA000000010^20160101_000000.^BLA0NA|BLA000021525^BLA0NA|BLA000000010^BLA0NA||N|||2016-01-01|9999-12-31
BLA000021529^BLA000000009^20160101_000000.^BLA0NA|BLA000021529^BLA0NA|BLA000000009^BLA0NA||N|||2016-01-01|2016-12-31
BLA000021529^BLAIPA000051^20170101_000000.^BLA0NA|BLA000021529^BLA0NA|BLAIPA000051^BLA0NA||N|||2017-01-01|9999-12-31
BLA000022269^BLA000000009^20180101_000000.^BLA0NA|BLA000022269^BLA0NA|BLA000000009^BLA0NA||N|||2018-01-01|9999-12-31
BLA000022289^BLAIPA000013^20160101_000000.^BLA0NA|BLA000022289^BLA0NA|BLAIPA000013^BLA0NA||N|||2016-01-01|9999-12-31
BLA000022300^BLAIPA000013^20160101_000000.^BLA0NA|BLA000022300^BLA0NA|BLAIPA000013^BLA0NA||N|||2016-01-01|9999-12-31
BLA000022358^BLAIPA000030^20160101_000000.^BLA0NA|BLA000022358^BLA0NA|BLAIPA000030^BLA0NA||N|||2016-01-01|9999-12-31
BLA000022540^BLAIPA000013^20160101_000000.^BLA0NA|BLA000022540^BLA0NA|BLAIPA000013^BLA0NA||N|||2016-01-01|9999-12-31
BLA000022613^BLA000000010^20160101_000000.^BLA0NA|BLA000022613^BLA0NA|BLA000000010^BLA0NA||N|||2016-01-01|2016-12-31
BLA000022613^BLAIPA000051^20170101_000000.^BLA0NA|BLA000022613^BLA0NA|BLAIPA000051^BLA0NA||N|||2017-01-01|9999-12-31
BLA000022638^BLA000000008^20170401_000000.^BLA0NA|BLA000022638^BLA0NA|BLA000000008^BLA0NA||N|||2017-04-01|9999-12-31
BLA000022659^BLA000000011^20180101_000000.^BLA0NA|BLA000022659^BLA0NA|BLA000000011^BLA0NA||N|||2018-01-01|9999-12-31
BLA000022675^BLA000000009^20171001_000000.^BLA0NA|BLA000022675^BLA0NA|BLA000000009^BLA0NA||N|||2017-10-01|9999-12-31
BLA000022680^BLAIPA000013^20160101_000000.^BLA0NA|BLA000022680^BLA0NA|BLAIPA000013^BLA0NA||N|||2016-01-01|9999-12-31
BLA000022691^BLAIPA000035^20160101_000000.^BLA0NA|BLA000022691^BLA0NA|BLAIPA000035^BLA0NA||N|||2016-01-01|9999-12-31
BLA000022762^BLA000000008^20160615_000000.^BLA0NA|BLA000022762^BLA0NA|BLA000000008^BLA0NA||N|||2016-06-15|9999-12-31
BLA000022899^BLA000000009^20160101_000000.^BLA0NA|BLA000022899^BLA0NA|BLA000000009^BLA0NA||N|||2016-01-01|9999-12-31
BLA000023005^BLA000000005^20160101_000000.^BLA0NA|BLA000023005^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000023010^BLA000000005^20160101_000000.^BLA0NA|BLA000023010^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000023188^BLA000000009^20161201_000000.^BLA0NA|BLA000023188^BLA0NA|BLA000000009^BLA0NA||N|||2016-12-01|9999-12-31
BLA000023245^BLA000000005^20160101_000000.^BLA0NA|BLA000023245^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000023248^BLA000000005^20160101_000000.^BLA0NA|BLA000023248^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000023268^BLA000000005^20160101_000000.^BLA0NA|BLA000023268^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000023281^BLA000000005^20160101_000000.^BLA0NA|BLA000023281^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000023288^BLA000000005^20160101_000000.^BLA0NA|BLA000023288^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000023290^BLA000000005^20160101_000000.^BLA0NA|BLA000023290^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000023294^BLA000000005^20160101_000000.^BLA0NA|BLA000023294^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000023295^BLA000000005^20160101_000000.^BLA0NA|BLA000023295^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000023300^BLA000000005^20160101_000000.^BLA0NA|BLA000023300^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000023303^BLA000000005^20160101_000000.^BLA0NA|BLA000023303^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000023318^BLA000000005^20160101_000000.^BLA0NA|BLA000023318^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000023333^BLA000000005^20160101_000000.^BLA0NA|BLA000023333^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000023561^BLA000000011^20180101_000000.^BLA0NA|BLA000023561^BLA0NA|BLA000000011^BLA0NA||N|||2018-01-01|9999-12-31
BLA000023576^BLA000000005^20160101_000000.^BLA0NA|BLA000023576^BLA0NA|BLA000000005^BLA0NA||N|||2016-01-01|9999-12-31
BLA000023664^BLA000000010^20160101_000000.^BLA0NA|BLA000023664^BLA0NA|BLA000000010^BLA0NA||N|||2016-01-01|9999-12-31
