PRVGRP_AFFILIATION_ID|PROVIDER_ID|AFFILIATE_PROVIDER_ID|AFFILIATION_TYPE_CD|AFFILIATE_PAYABLE|PCP_FLAG|EFFECTIVE_DT|TERM_DT
BLA000064214^BLA000060363^20140801_000000.^BLA0NA|BLA000064214^BLA0NA|BLA000060363^BLA0NA||||2014-08-01|9999-12-31
BLA000064402^BLA000005379^20140716_000000.^BLA0NA|BLA000064402^BLA0NA|BLA000005379^BLA0NA||||2014-07-16|9999-12-31
BLA000064410^BLA000005379^20140716_000000.^BLA0NA|BLA000064410^BLA0NA|BLA000005379^BLA0NA||||2014-07-16|9999-12-31
BLA000064421^BLA000032234^20140401_000000.^BLA0NA|BLA000064421^BLA0NA|BLA000032234^BLA0NA||||2014-04-01|9999-12-31
BLA000064447^BLA000005379^20140716_000000.^BLA0NA|BLA000064447^BLA0NA|BLA000005379^BLA0NA||||2014-07-16|9999-12-31
BLA000064448^BLA000005379^20140716_000000.^BLA0NA|BLA000064448^BLA0NA|BLA000005379^BLA0NA||||2014-07-16|9999-12-31
BLA000064465^BLA000064432^20140901_000000.^BLA0NA|BLA000064465^BLA0NA|BLA000064432^BLA0NA||||2014-09-01|9999-12-31
BLA000064573^BLA000053012^20140725_000000.^BLA0NA|BLA000064573^BLA0NA|BLA000053012^BLA0NA||||2014-07-25|9999-12-31
BLA000064726^BLA000057994^20140701_000000.^BLA0NA|BLA000064726^BLA0NA|BLA000057994^BLA0NA||||2014-07-01|9999-12-31
BLA000064749^BLA000064705^20140101_000000.^BLA0NA|BLA000064749^BLA0NA|BLA000064705^BLA0NA||||2014-01-01|9999-12-31
BLA000064758^BLA000064750^20140801_000000.^BLA0NA|BLA000064758^BLA0NA|BLA000064750^BLA0NA||||2014-08-01|9999-12-31
BLA000064760^BLA000064750^20140801_000000.^BLA0NA|BLA000064760^BLA0NA|BLA000064750^BLA0NA||||2014-08-01|9999-12-31
BLA000064762^BLA000064750^20140801_000000.^BLA0NA|BLA000064762^BLA0NA|BLA000064750^BLA0NA||||2014-08-01|9999-12-31
BLA000064788^BLA000005379^20140716_000000.^BLA0NA|BLA000064788^BLA0NA|BLA000005379^BLA0NA||||2014-07-16|9999-12-31
BLA000064796^BLA000005592^20140818_000000.^BLA0NA|BLA000064796^BLA0NA|BLA000005592^BLA0NA||||2014-08-18|9999-12-31
BLA000064799^BLA000046191^20140801_000000.^BLA0NA|BLA000064799^BLA0NA|BLA000046191^BLA0NA||||2014-08-01|9999-12-31
BLA000064862^BLA000004885^20140501_000000.^BLA0NA|BLA000064862^BLA0NA|BLA000004885^BLA0NA||||2014-05-01|9999-12-31
BLA000065026^BLA000063246^20140801_000000.^BLA0NA|BLA000065026^BLA0NA|BLA000063246^BLA0NA||||2014-08-01|9999-12-31
BLA000065103^BLA000037215^20140701_000000.^BLA0NA|BLA000065103^BLA0NA|BLA000037215^BLA0NA||||2014-07-01|9999-12-31
BLA000065107^BLA000005379^20140715_000000.^BLA0NA|BLA000065107^BLA0NA|BLA000005379^BLA0NA||||2014-07-15|9999-12-31
BLA000065157^BLA000005379^20140715_000000.^BLA0NA|BLA000065157^BLA0NA|BLA000005379^BLA0NA||||2014-07-15|9999-12-31
BLA000065163^BLA000005379^20140715_000000.^BLA0NA|BLA000065163^BLA0NA|BLA000005379^BLA0NA||||2014-07-15|9999-12-31
BLA000065216^BLA000005379^20140819_000000.^BLA0NA|BLA000065216^BLA0NA|BLA000005379^BLA0NA||||2014-08-19|9999-12-31
BLA000065292^BLA000005592^20140901_000000.^BLA0NA|BLA000065292^BLA0NA|BLA000005592^BLA0NA||||2014-09-01|9999-12-31
BLA000065293^BLA000005592^20140902_000000.^BLA0NA|BLA000065293^BLA0NA|BLA000005592^BLA0NA||||2014-09-02|9999-12-31
BLA000065372^BLA000033900^20120915_000000.^BLA0NA|BLA000065372^BLA0NA|BLA000033900^BLA0NA||||2012-09-15|9999-12-31
BLA000065389^BLA000004260^20140902_000000.^BLA0NA|BLA000065389^BLA0NA|BLA000004260^BLA0NA||||2014-09-02|9999-12-31
BLA000065489^BLA000062406^20140801_000000.^BLA0NA|BLA000065489^BLA0NA|BLA000062406^BLA0NA||||2014-08-01|9999-12-31
BLA000065518^BLA000005379^20140916_000000.^BLA0NA|BLA000065518^BLA0NA|BLA000005379^BLA0NA||||2014-09-16|9999-12-31
BLA000065583^BLA000038846^20140901_000000.^BLA0NA|BLA000065583^BLA0NA|BLA000038846^BLA0NA||||2014-09-01|9999-12-31
BLA000065590^BLA000003912^20140923_000000.^BLA0NA|BLA000065590^BLA0NA|BLA000003912^BLA0NA||||2014-09-23|9999-12-31
BLA000065743^BLA000065727^20140702_000000.^BLA0NA|BLA000065743^BLA0NA|BLA000065727^BLA0NA||||2014-07-02|9999-12-31
BLA000065754^BLA000064200^20140507_000000.^BLA0NA|BLA000065754^BLA0NA|BLA000064200^BLA0NA||||2014-05-07|9999-12-31
BLA000065755^BLA000064200^20140507_000000.^BLA0NA|BLA000065755^BLA0NA|BLA000064200^BLA0NA||||2014-05-07|9999-12-31
BLA000065772^BLA000038846^20140901_000000.^BLA0NA|BLA000065772^BLA0NA|BLA000038846^BLA0NA||||2014-09-01|9999-12-31
BLA000065800^BLA000065795^20140815_000000.^BLA0NA|BLA000065800^BLA0NA|BLA000065795^BLA0NA||||2014-08-15|9999-12-31
BLA000066025^BLA000064200^20140507_000000.^BLA0NA|BLA000066025^BLA0NA|BLA000064200^BLA0NA||||2014-05-07|9999-12-31
BLA000066036^BLA000064200^20140507_000000.^BLA0NA|BLA000066036^BLA0NA|BLA000064200^BLA0NA||||2014-05-07|9999-12-31
BLA000066076^BLA000028747^20140701_000000.^BLA0NA|BLA000066076^BLA0NA|BLA000028747^BLA0NA||||2014-07-01|9999-12-31
BLA000066080^BLA000050465^20140929_000000.^BLA0NA|BLA000066080^BLA0NA|BLA000050465^BLA0NA||||2014-09-29|9999-12-31
BLA000066082^BLA000050525^20140929_000000.^BLA0NA|BLA000066082^BLA0NA|BLA000050525^BLA0NA||||2014-09-29|9999-12-31
BLA000066083^BLA000051335^20140929_000000.^BLA0NA|BLA000066083^BLA0NA|BLA000051335^BLA0NA||||2014-09-29|9999-12-31
BLA000066106^BLA000005379^20141101_000000.^BLA0NA|BLA000066106^BLA0NA|BLA000005379^BLA0NA||||2014-11-01|9999-12-31
BLA000066107^BLA000005379^20141101_000000.^BLA0NA|BLA000066107^BLA0NA|BLA000005379^BLA0NA||||2014-11-01|9999-12-31
BLA000066110^BLA000005379^20141101_000000.^BLA0NA|BLA000066110^BLA0NA|BLA000005379^BLA0NA||||2014-11-01|9999-12-31
BLA000066174^BLA000064200^20140507_000000.^BLA0NA|BLA000066174^BLA0NA|BLA000064200^BLA0NA||||2014-05-07|9999-12-31
BLA000066262^BLA000005379^20141022_000000.^BLA0NA|BLA000066262^BLA0NA|BLA000005379^BLA0NA||||2014-10-22|9999-12-31
BLA000066449^BLA000034462^20140728_000000.^BLA0NA|BLA000066449^BLA0NA|BLA000034462^BLA0NA||||2014-07-28|9999-12-31
BLA000066556^BLA000066501^20150101_000000.^BLA0NA|BLA000066556^BLA0NA|BLA000066501^BLA0NA||||2015-01-01|9999-12-31
BLA000066610^BLA000057499^20130701_000000.^BLA0NA|BLA000066610^BLA0NA|BLA000057499^BLA0NA||||2013-07-01|9999-12-31
BLA000066625^BLA000063246^20141101_000000.^BLA0NA|BLA000066625^BLA0NA|BLA000063246^BLA0NA||||2014-11-01|9999-12-31
BLA000066668^BLA000066654^20150101_000000.^BLA0NA|BLA000066668^BLA0NA|BLA000066654^BLA0NA||||2015-01-01|9999-12-31
BLA000066678^BLA000066654^20150101_000000.^BLA0NA|BLA000066678^BLA0NA|BLA000066654^BLA0NA||||2015-01-01|9999-12-31
BLA000066692^BLA000032234^20141101_000000.^BLA0NA|BLA000066692^BLA0NA|BLA000032234^BLA0NA||||2014-11-01|9999-12-31
BLA000066754^BLA000053379^20141011_000000.^BLA0NA|BLA000066754^BLA0NA|BLA000053379^BLA0NA||||2014-10-11|9999-12-31
BLA000067064^BLA000005379^20140715_000000.^BLA0NA|BLA000067064^BLA0NA|BLA000005379^BLA0NA||||2014-07-15|9999-12-31
BLA000067139^BLA000038846^20141103_000000.^BLA0NA|BLA000067139^BLA0NA|BLA000038846^BLA0NA||||2014-11-03|9999-12-31
BLA000067275^BLA000063814^20140908_000000.^BLA0NA|BLA000067275^BLA0NA|BLA000063814^BLA0NA||||2014-09-08|9999-12-31
BLA000067357^BLA000067344^20150101_000000.^BLA0NA|BLA000067357^BLA0NA|BLA000067344^BLA0NA||||2015-01-01|9999-12-31
BLA000067383^BLA000067345^20150101_000000.^BLA0NA|BLA000067383^BLA0NA|BLA000067345^BLA0NA||||2015-01-01|9999-12-31
BLA000067490^BLA000060016^20140801_000000.^BLA0NA|BLA000067490^BLA0NA|BLA000060016^BLA0NA||||2014-08-01|9999-12-31
BLA000067559^BLA000003780^20150101_000000.^BLA0NA|BLA000067559^BLA0NA|BLA000003780^BLA0NA||||2015-01-01|9999-12-31
BLA000067560^BLA000062406^20141201_000000.^BLA0NA|BLA000067560^BLA0NA|BLA000062406^BLA0NA||||2014-12-01|9999-12-31
BLA000067980^BLA000066501^20150101_000000.^BLA0NA|BLA000067980^BLA0NA|BLA000066501^BLA0NA||||2015-01-01|9999-12-31
BLA000068008^BLA000067999^20150101_000000.^BLA0NA|BLA000068008^BLA0NA|BLA000067999^BLA0NA||||2015-01-01|9999-12-31
BLA000068011^BLA000068002^20150101_000000.^BLA0NA|BLA000068011^BLA0NA|BLA000068002^BLA0NA||||2015-01-01|9999-12-31
BLA000068048^BLA000004885^20140901_000000.^BLA0NA|BLA000068048^BLA0NA|BLA000004885^BLA0NA||||2014-09-01|9999-12-31
BLA000068177^BLA000068168^20150101_000000.^BLA0NA|BLA000068177^BLA0NA|BLA000068168^BLA0NA||||2015-01-01|9999-12-31
BLA000068197^BLA000068172^20150101_000000.^BLA0NA|BLA000068197^BLA0NA|BLA000068172^BLA0NA||||2015-01-01|9999-12-31
BLA000068205^BLA000068108^20150101_000000.^BLA0NA|BLA000068205^BLA0NA|BLA000068108^BLA0NA||||2015-01-01|9999-12-31
BLA000068222^BLA000068167^20150101_000000.^BLA0NA|BLA000068222^BLA0NA|BLA000068167^BLA0NA||||2015-01-01|9999-12-31
BLA000068223^BLA000068170^20150101_000000.^BLA0NA|BLA000068223^BLA0NA|BLA000068170^BLA0NA||||2015-01-01|9999-12-31
BLA000068252^BLA000062028^20150201_000000.^BLA0NA|BLA000068252^BLA0NA|BLA000062028^BLA0NA||||2015-02-01|9999-12-31
BLA000068273^BLA000005617^20150101_000000.^BLA0NA|BLA000068273^BLA0NA|BLA000005617^BLA0NA||||2015-01-01|9999-12-31
BLA000068274^BLA000005617^20150101_000000.^BLA0NA|BLA000068274^BLA0NA|BLA000005617^BLA0NA||||2015-01-01|9999-12-31
BLA000068283^BLA000062028^20150201_000000.^BLA0NA|BLA000068283^BLA0NA|BLA000062028^BLA0NA||||2015-02-01|9999-12-31
BLA000068286^BLA000005617^20150101_000000.^BLA0NA|BLA000068286^BLA0NA|BLA000005617^BLA0NA||||2015-01-01|9999-12-31
BLA000068321^BLA000062028^20150201_000000.^BLA0NA|BLA000068321^BLA0NA|BLA000062028^BLA0NA||||2015-02-01|9999-12-31
BLA000068336^BLA000062028^20150201_000000.^BLA0NA|BLA000068336^BLA0NA|BLA000062028^BLA0NA||||2015-02-01|9999-12-31
BLA000068337^BLA000062028^20150201_000000.^BLA0NA|BLA000068337^BLA0NA|BLA000062028^BLA0NA||||2015-02-01|9999-12-31
BLA000068342^BLA000062028^20150201_000000.^BLA0NA|BLA000068342^BLA0NA|BLA000062028^BLA0NA||||2015-02-01|9999-12-31
BLA000068344^BLA000062028^20150201_000000.^BLA0NA|BLA000068344^BLA0NA|BLA000062028^BLA0NA||||2015-02-01|9999-12-31
BLA000068352^BLA000068034^20150101_000000.^BLA0NA|BLA000068352^BLA0NA|BLA000068034^BLA0NA||||2015-01-01|9999-12-31
BLA000068353^BLA000068034^20150101_000000.^BLA0NA|BLA000068353^BLA0NA|BLA000068034^BLA0NA||||2015-01-01|9999-12-31
BLA000068354^BLA000068034^20150101_000000.^BLA0NA|BLA000068354^BLA0NA|BLA000068034^BLA0NA||||2015-01-01|9999-12-31
BLA000068486^BLA000004260^20150105_000000.^BLA0NA|BLA000068486^BLA0NA|BLA000004260^BLA0NA||||2015-01-05|9999-12-31
BLA000068534^BLA000003912^20150101_000000.^BLA0NA|BLA000068534^BLA0NA|BLA000003912^BLA0NA||||2015-01-01|9999-12-31
BLA000068567^BLA000068550^20150101_000000.^BLA0NA|BLA000068567^BLA0NA|BLA000068550^BLA0NA||||2015-01-01|9999-12-31
BLA000068572^BLA000068556^20150101_000000.^BLA0NA|BLA000068572^BLA0NA|BLA000068556^BLA0NA||||2015-01-01|9999-12-31
BLA000068573^BLA000068557^20150101_000000.^BLA0NA|BLA000068573^BLA0NA|BLA000068557^BLA0NA||||2015-01-01|9999-12-31
BLA000068762^BLA000057499^20140804_000000.^BLA0NA|BLA000068762^BLA0NA|BLA000057499^BLA0NA||||2014-08-04|9999-12-31
BLA000068827^BLA000057739^20150101_000000.^BLA0NA|BLA000068827^BLA0NA|BLA000057739^BLA0NA||||2015-01-01|9999-12-31
BLA000068860^BLA000058666^20150223_000000.^BLA0NA|BLA000068860^BLA0NA|BLA000058666^BLA0NA||||2015-02-23|9999-12-31
BLA000068895^BLA000062028^20150201_000000.^BLA0NA|BLA000068895^BLA0NA|BLA000062028^BLA0NA||||2015-02-01|9999-12-31
BLA000068898^BLA000062028^20150201_000000.^BLA0NA|BLA000068898^BLA0NA|BLA000062028^BLA0NA||||2015-02-01|9999-12-31
BLA000068899^BLA000003912^20150101_000000.^BLA0NA|BLA000068899^BLA0NA|BLA000003912^BLA0NA||||2015-01-01|9999-12-31
BLA000068901^BLA000062028^20150201_000000.^BLA0NA|BLA000068901^BLA0NA|BLA000062028^BLA0NA||||2015-02-01|9999-12-31
BLA000068906^BLA000062028^20150201_000000.^BLA0NA|BLA000068906^BLA0NA|BLA000062028^BLA0NA||||2015-02-01|9999-12-31
BLA000068908^BLA000062028^20150201_000000.^BLA0NA|BLA000068908^BLA0NA|BLA000062028^BLA0NA||||2015-02-01|9999-12-31
BLA000068909^BLA000062028^20150201_000000.^BLA0NA|BLA000068909^BLA0NA|BLA000062028^BLA0NA||||2015-02-01|9999-12-31
BLA000068910^BLA000062028^20150201_000000.^BLA0NA|BLA000068910^BLA0NA|BLA000062028^BLA0NA||||2015-02-01|9999-12-31
BLA000068912^BLA000068893^20150101_000000.^BLA0NA|BLA000068912^BLA0NA|BLA000068893^BLA0NA||||2015-01-01|9999-12-31
BLA000068914^BLA000062028^20150201_000000.^BLA0NA|BLA000068914^BLA0NA|BLA000062028^BLA0NA||||2015-02-01|9999-12-31
BLA000068916^BLA000062028^20150201_000000.^BLA0NA|BLA000068916^BLA0NA|BLA000062028^BLA0NA||||2015-02-01|9999-12-31
BLA000069136^BLA000069122^20141222_000000.^BLA0NA|BLA000069136^BLA0NA|BLA000069122^BLA0NA||||2014-12-22|9999-12-31
BLA000069208^BLA000064200^20150225_000000.^BLA0NA|BLA000069208^BLA0NA|BLA000064200^BLA0NA||||2015-02-25|9999-12-31
BLA000069209^BLA000050465^20150225_000000.^BLA0NA|BLA000069209^BLA0NA|BLA000050465^BLA0NA||||2015-02-25|9999-12-31
BLA000069212^BLA000051335^20150225_000000.^BLA0NA|BLA000069212^BLA0NA|BLA000051335^BLA0NA||||2015-02-25|9999-12-31
BLA000069214^BLA000068314^20150225_000000.^BLA0NA|BLA000069214^BLA0NA|BLA000068314^BLA0NA||||2015-02-25|9999-12-31
BLA000069215^BLA000068315^20150225_000000.^BLA0NA|BLA000069215^BLA0NA|BLA000068315^BLA0NA||||2015-02-25|9999-12-31
BLA000069233^BLA000058666^20150223_000000.^BLA0NA|BLA000069233^BLA0NA|BLA000058666^BLA0NA||||2015-02-23|9999-12-31
BLA000069252^BLA000064200^20150223_000000.^BLA0NA|BLA000069252^BLA0NA|BLA000064200^BLA0NA||||2015-02-23|9999-12-31
BLA000069253^BLA000050465^20150223_000000.^BLA0NA|BLA000069253^BLA0NA|BLA000050465^BLA0NA||||2015-02-23|9999-12-31
BLA000069258^BLA000068314^20150223_000000.^BLA0NA|BLA000069258^BLA0NA|BLA000068314^BLA0NA||||2015-02-23|9999-12-31
BLA000069259^BLA000068315^20150223_000000.^BLA0NA|BLA000069259^BLA0NA|BLA000068315^BLA0NA||||2015-02-23|9999-12-31
BLA000069267^BLA000003742^20140720_000000.^BLA0NA|BLA000069267^BLA0NA|BLA000003742^BLA0NA||||2014-07-20|9999-12-31
BLA000069438^BLA000058666^20150223_000000.^BLA0NA|BLA000069438^BLA0NA|BLA000058666^BLA0NA||||2015-02-23|9999-12-31
BLA000069440^BLA000058666^20150323_000000.^BLA0NA|BLA000069440^BLA0NA|BLA000058666^BLA0NA||||2015-03-23|9999-12-31
BLA000069464^BLA000058666^20150323_000000.^BLA0NA|BLA000069464^BLA0NA|BLA000058666^BLA0NA||||2015-03-23|9999-12-31
BLA000069543^BLA000005208^20140804_000000.^BLA0NA|BLA000069543^BLA0NA|BLA000005208^BLA0NA||||2014-08-04|9999-12-31
BLA000069719^BLA000057499^20141208_000000.^BLA0NA|BLA000069719^BLA0NA|BLA000057499^BLA0NA||||2014-12-08|9999-12-31
BLA000069785^BLA000068554^20150101_000000.^BLA0NA|BLA000069785^BLA0NA|BLA000068554^BLA0NA||||2015-01-01|9999-12-31
BLA000069787^BLA000068556^20150101_000000.^BLA0NA|BLA000069787^BLA0NA|BLA000068556^BLA0NA||||2015-01-01|9999-12-31
BLA000069794^BLA000068557^20150101_000000.^BLA0NA|BLA000069794^BLA0NA|BLA000068557^BLA0NA||||2015-01-01|9999-12-31
BLA000069877^BLA000068553^20150101_000000.^BLA0NA|BLA000069877^BLA0NA|BLA000068553^BLA0NA||||2015-01-01|9999-12-31
BLA000069881^BLA000068557^20150101_000000.^BLA0NA|BLA000069881^BLA0NA|BLA000068557^BLA0NA||||2015-01-01|9999-12-31
BLA000069943^BLA000068550^20150101_000000.^BLA0NA|BLA000069943^BLA0NA|BLA000068550^BLA0NA||||2015-01-01|9999-12-31
BLA000069944^BLA000068556^20150101_000000.^BLA0NA|BLA000069944^BLA0NA|BLA000068556^BLA0NA||||2015-01-01|9999-12-31
BLA000070006^BLA000068550^20150101_000000.^BLA0NA|BLA000070006^BLA0NA|BLA000068550^BLA0NA||||2015-01-01|9999-12-31
BLA000070014^BLA000058666^20150420_000000.^BLA0NA|BLA000070014^BLA0NA|BLA000058666^BLA0NA||||2015-04-20|9999-12-31
BLA000070030^BLA000068557^20150101_000000.^BLA0NA|BLA000070030^BLA0NA|BLA000068557^BLA0NA||||2015-01-01|9999-12-31
BLA000070036^BLA000068550^20150101_000000.^BLA0NA|BLA000070036^BLA0NA|BLA000068550^BLA0NA||||2015-01-01|9999-12-31
BLA000070053^BLA000068550^20150101_000000.^BLA0NA|BLA000070053^BLA0NA|BLA000068550^BLA0NA||||2015-01-01|9999-12-31
BLA000070057^BLA000068555^20150101_000000.^BLA0NA|BLA000070057^BLA0NA|BLA000068555^BLA0NA||||2015-01-01|9999-12-31
BLA000070108^BLA000068712^20150301_000000.^BLA0NA|BLA000070108^BLA0NA|BLA000068712^BLA0NA||||2015-03-01|9999-12-31
BLA000070111^BLA000005379^20150511_000000.^BLA0NA|BLA000070111^BLA0NA|BLA000005379^BLA0NA||||2015-05-11|9999-12-31
BLA000070116^BLA000005325^20150701_000000.^BLA0NA|BLA000070116^BLA0NA|BLA000005325^BLA0NA||||2015-07-01|9999-12-31
BLA000070187^BLA000069707^20150301_000000.^BLA0NA|BLA000070187^BLA0NA|BLA000069707^BLA0NA||||2015-03-01|9999-12-31
BLA000070188^BLA000069707^20150301_000000.^BLA0NA|BLA000070188^BLA0NA|BLA000069707^BLA0NA||||2015-03-01|9999-12-31
BLA000070194^BLA000069707^20150301_000000.^BLA0NA|BLA000070194^BLA0NA|BLA000069707^BLA0NA||||2015-03-01|9999-12-31
BLA000070209^BLA000069707^20150301_000000.^BLA0NA|BLA000070209^BLA0NA|BLA000069707^BLA0NA||||2015-03-01|9999-12-31
BLA000070372^BLA000063907^20150324_000000.^BLA0NA|BLA000070372^BLA0NA|BLA000063907^BLA0NA||||2015-03-24|9999-12-31
BLA000070537^BLA000069707^20150301_000000.^BLA0NA|BLA000070537^BLA0NA|BLA000069707^BLA0NA||||2015-03-01|9999-12-31
BLA000070672^BLA000033969^20150801_000000.^BLA0NA|BLA000070672^BLA0NA|BLA000033969^BLA0NA||||2015-08-01|9999-12-31
BLA000070688^BLA000005208^20150401_000000.^BLA0NA|BLA000070688^BLA0NA|BLA000005208^BLA0NA||||2015-04-01|9999-12-31
BLA000070728^BLA000070723^20150501_000000.^BLA0NA|BLA000070728^BLA0NA|BLA000070723^BLA0NA||||2015-05-01|9999-12-31
BLA000070787^BLA000058666^20150518_000000.^BLA0NA|BLA000070787^BLA0NA|BLA000058666^BLA0NA||||2015-05-18|9999-12-31
BLA000070842^BLA000005208^20150615_000000.^BLA0NA|BLA000070842^BLA0NA|BLA000005208^BLA0NA||||2015-06-15|9999-12-31
BLA000070883^BLA000005379^20150519_000000.^BLA0NA|BLA000070883^BLA0NA|BLA000005379^BLA0NA||||2015-05-19|9999-12-31
BLA000070926^BLA000068106^20150101_000000.^BLA0NA|BLA000070926^BLA0NA|BLA000068106^BLA0NA||||2015-01-01|9999-12-31
BLA000071257^BLA000044637^20150715_000000.^BLA0NA|BLA000071257^BLA0NA|BLA000044637^BLA0NA||||2015-07-15|9999-12-31
BLA000071331^BLA000071317^20150101_000000.^BLA0NA|BLA000071331^BLA0NA|BLA000071317^BLA0NA||||2015-01-01|9999-12-31
BLA000071335^BLA000071315^20150101_000000.^BLA0NA|BLA000071335^BLA0NA|BLA000071315^BLA0NA||||2015-01-01|9999-12-31
BLA000071342^BLA000071315^20150101_000000.^BLA0NA|BLA000071342^BLA0NA|BLA000071315^BLA0NA||||2015-01-01|9999-12-31
BLA000071343^BLA000071316^20150101_000000.^BLA0NA|BLA000071343^BLA0NA|BLA000071316^BLA0NA||||2015-01-01|9999-12-31
BLA000071348^BLA000071315^20150101_000000.^BLA0NA|BLA000071348^BLA0NA|BLA000071315^BLA0NA||||2015-01-01|9999-12-31
BLA000071350^BLA000071317^20150101_000000.^BLA0NA|BLA000071350^BLA0NA|BLA000071317^BLA0NA||||2015-01-01|9999-12-31
BLA000071358^BLA000071315^20160101_000000.^BLA0NA|BLA000071358^BLA0NA|BLA000071315^BLA0NA||||2016-01-01|9999-12-31
BLA000071377^BLA000058666^20150615_000000.^BLA0NA|BLA000071377^BLA0NA|BLA000058666^BLA0NA||||2015-06-15|9999-12-31
BLA000071401^BLA000071314^20150101_000000.^BLA0NA|BLA000071401^BLA0NA|BLA000071314^BLA0NA||||2015-01-01|9999-12-31
BLA000071404^BLA000071317^20150101_000000.^BLA0NA|BLA000071404^BLA0NA|BLA000071317^BLA0NA||||2015-01-01|9999-12-31
BLA000071463^BLA000005379^20150616_000000.^BLA0NA|BLA000071463^BLA0NA|BLA000005379^BLA0NA||||2015-06-16|9999-12-31
BLA000071467^BLA000005379^20150616_000000.^BLA0NA|BLA000071467^BLA0NA|BLA000005379^BLA0NA||||2015-06-16|9999-12-31
BLA000071550^BLA000037215^20150601_000000.^BLA0NA|BLA000071550^BLA0NA|BLA000037215^BLA0NA||||2015-06-01|9999-12-31
BLA000071563^BLA000037215^20150601_000000.^BLA0NA|BLA000071563^BLA0NA|BLA000037215^BLA0NA||||2015-06-01|9999-12-31
BLA000071649^BLA000071536^20150701_000000.^BLA0NA|BLA000071649^BLA0NA|BLA000071536^BLA0NA||||2015-07-01|9999-12-31
BLA000071690^BLA000071538^20150701_000000.^BLA0NA|BLA000071690^BLA0NA|BLA000071538^BLA0NA||||2015-07-01|9999-12-31
BLA000071695^BLA000071534^20150701_000000.^BLA0NA|BLA000071695^BLA0NA|BLA000071534^BLA0NA||||2015-07-01|9999-12-31
BLA000071696^BLA000071536^20150701_000000.^BLA0NA|BLA000071696^BLA0NA|BLA000071536^BLA0NA||||2015-07-01|9999-12-31
BLA000071698^BLA000071538^20150701_000000.^BLA0NA|BLA000071698^BLA0NA|BLA000071538^BLA0NA||||2015-07-01|9999-12-31
BLA000071758^BLA000003706^20130902_000000.^BLA0NA|BLA000071758^BLA0NA|BLA000003706^BLA0NA||||2013-09-02|9999-12-31
BLA000071759^BLA000071454^20150701_000000.^BLA0NA|BLA000071759^BLA0NA|BLA000071454^BLA0NA||||2015-07-01|9999-12-31
BLA000071765^BLA000071539^20150701_000000.^BLA0NA|BLA000071765^BLA0NA|BLA000071539^BLA0NA||||2015-07-01|9999-12-31
BLA000071875^BLA000005592^20150720_000000.^BLA0NA|BLA000071875^BLA0NA|BLA000005592^BLA0NA||||2015-07-20|9999-12-31
BLA000071927^BLA000071915^20150701_000000.^BLA0NA|BLA000071927^BLA0NA|BLA000071915^BLA0NA||||2015-07-01|9999-12-31
BLA000071929^BLA000071913^20150701_000000.^BLA0NA|BLA000071929^BLA0NA|BLA000071913^BLA0NA||||2015-07-01|9999-12-31
BLA000071937^BLA000071912^20150701_000000.^BLA0NA|BLA000071937^BLA0NA|BLA000071912^BLA0NA||||2015-07-01|9999-12-31
BLA000071965^BLA000071912^20150701_000000.^BLA0NA|BLA000071965^BLA0NA|BLA000071912^BLA0NA||||2015-07-01|9999-12-31
BLA000071989^BLA000005379^20150708_000000.^BLA0NA|BLA000071989^BLA0NA|BLA000005379^BLA0NA||||2015-07-08|9999-12-31
BLA000072072^BLA000005592^20150701_000000.^BLA0NA|BLA000072072^BLA0NA|BLA000005592^BLA0NA||||2015-07-01|9999-12-31
BLA000072087^BLA000005592^20150715_000000.^BLA0NA|BLA000072087^BLA0NA|BLA000005592^BLA0NA||||2015-07-15|9999-12-31
BLA000072248^BLA000034647^20150301_000000.^BLA0NA|BLA000072248^BLA0NA|BLA000034647^BLA0NA||||2015-03-01|9999-12-31
BLA000072314^BLA000057499^20150728_000000.^BLA0NA|BLA000072314^BLA0NA|BLA000057499^BLA0NA||||2015-07-28|9999-12-31
BLA000072323^BLA000070723^20150503_000000.^BLA0NA|BLA000072323^BLA0NA|BLA000070723^BLA0NA||||2015-05-03|9999-12-31
BLA000072347^BLA000062406^20150701_000000.^BLA0NA|BLA000072347^BLA0NA|BLA000062406^BLA0NA||||2015-07-01|9999-12-31
BLA000072352^BLA000062406^20150701_000000.^BLA0NA|BLA000072352^BLA0NA|BLA000062406^BLA0NA||||2015-07-01|9999-12-31
BLA000072394^BLA000071912^20150701_000000.^BLA0NA|BLA000072394^BLA0NA|BLA000071912^BLA0NA||||2015-07-01|9999-12-31
BLA000072395^BLA000071913^20150701_000000.^BLA0NA|BLA000072395^BLA0NA|BLA000071913^BLA0NA||||2015-07-01|9999-12-31
BLA000072396^BLA000071914^20150701_000000.^BLA0NA|BLA000072396^BLA0NA|BLA000071914^BLA0NA||||2015-07-01|9999-12-31
BLA000072397^BLA000071915^20150701_000000.^BLA0NA|BLA000072397^BLA0NA|BLA000071915^BLA0NA||||2015-07-01|9999-12-31
BLA000072401^BLA000053012^20150713_000000.^BLA0NA|BLA000072401^BLA0NA|BLA000053012^BLA0NA||||2015-07-13|9999-12-31
BLA000072451^BLA000071915^20150701_000000.^BLA0NA|BLA000072451^BLA0NA|BLA000071915^BLA0NA||||2015-07-01|9999-12-31
