PROVIDER_ID|SPECIALTY_CD|EFFECTIVE_DT|TERM_DT
BKC15705108^BKC0NA|INTMED|1900-01-01|
BKC16165079^BKC0NA|01|1955-01-01|
BKC16212044^BKC0NA|INTMED|1955-01-01|
BKC16225106^BKC0NA|01|1955-01-01|
BKC16225116^BKC0NA|01|1955-01-01|
BKC16279035^BKC0NA|01|1955-01-01|
BKC16394035^BKC0NA|01|1955-01-01|
BKC16394055^BKC0NA|01|1955-01-01|
BKC16494041^BKC0NA|01|1955-01-01|
BKC16783065^BKC0NA|01|1955-01-01|
BKC16784063^BKC0NA|01|1955-01-01|
BKC16913027^BKC0NA|01|1955-01-01|
BKC16913037^BKC0NA|01|1955-01-01|
BKC16913047^BKC0NA|01|1955-01-01|
BKC16956041^BKC0NA|01|1955-01-01|
BKC17221019^BKC0NA|01|1955-01-01|
BKC17282051^BKC0NA|01|1955-01-01|
BKC17355030^BKC0NA|INTMED|1955-01-01|
BKC17429017^BKC0NA|INTMED|1955-01-01|
BKC17454138^BKC0NA|INTMED|1955-01-01|
BKC17496103^BKC0NA|01|1955-01-01|
BKC17530027^BKC0NA|INTMED|1955-01-01|
BKC17572042^BKC0NA|INTMED|1955-01-01|
BKC17585084^BKC0NA|INTMED|1955-01-01|
BKC17603116^BKC0NA|01|1955-01-01|
BKC17606081^BKC0NA|01|1955-01-01|
BKC17607039^BKC0NA|01|1955-01-01|
BKC17666074^BKC0NA|01|1955-01-01|
BKC17679056^BKC0NA|01|1955-01-01|
BKC18049101^BKC0NA|01|1955-01-01|
BKC18057032^BKC0NA|01|1955-01-01|
BKC18203026^BKC0NA|01|1955-01-01|
BKC18203036^BKC0NA|01|1955-01-01|
BKC18203046^BKC0NA|01|1955-01-01|
BKC18288065^BKC0NA|INTMED|1955-01-01|
BKC18289033^BKC0NA|INTMED|1955-01-01|
BKC18309121^BKC0NA|01|1955-01-01|
BKC18396012^BKC0NA|01|1955-01-01|
BKC18434029^BKC0NA|01|1955-01-01|
BKC18460068^BKC0NA|INTMED|1955-01-01|
BKC18511096^BKC0NA|01|1955-01-01|
BKC18608022^BKC0NA|01|1955-01-01|
BKC18608042^BKC0NA|01|1955-01-01|
BKC18887125^BKC0NA|01|1955-01-01|
BKC18888023^BKC0NA|01|1955-01-01|
BKC18904089^BKC0NA|01|1955-01-01|
BKC19020049^BKC0NA|01|1955-01-01|
BKC19105051^BKC0NA|01|1955-01-01|
BKC19213049^BKC0NA|01|1955-01-01|
BKC19213059^BKC0NA|01|1955-01-01|
BKC19213069^BKC0NA|01|1955-01-01|
BKC19402016^BKC0NA|INTMED|1955-01-01|
BKC19511021^BKC0NA|01|1955-01-01|
BKC19533042^BKC0NA|INTMED|1955-01-01|
BKC19554105^BKC0NA|INTMED|1955-01-01|
BKC20050056^BKC0NA|INTMED|1955-01-01|
BKC20119117^BKC0NA|01|1955-01-01|
BKC20119127^BKC0NA|01|1955-01-01|
BKC20119137^BKC0NA|01|1955-01-01|
BKC20133122^BKC0NA|01|1955-01-01|
BKC20133132^BKC0NA|01|1955-01-01|
BKC20133142^BKC0NA|01|1955-01-01|
BKC20447041^BKC0NA|01|1955-01-01|
BKC20518064^BKC0NA|INTMED|1955-01-01|
BKC20664024^BKC0NA|INTMED|1955-01-01|
BKC20701112^BKC0NA|01|1955-01-01|
BKC20743048^BKC0NA|INTMED|1955-01-01|
BKC20853021^BKC0NA|01|1955-01-01|
BKC20896025^BKC0NA|01|1955-01-01|
BKC20900027^BKC0NA|01|1955-01-01|
BKC20900027^EHI0NA|01|1955-01-01|
BKC20912101^BKC0NA|01|1955-01-01|
BKC20912111^BKC0NA|01|1955-01-01|
BKC20912121^BKC0NA|01|1955-01-01|
BKC20925062^BKC0NA|INTMED|1955-01-01|
BKC20971056^BKC0NA|01|1955-01-01|
BKC20974181^BKC0NA|INTMED|1900-01-01|
BKC20996031^BKC0NA|INTMED|1955-01-01|
BKC21001033^BKC0NA|01|1955-01-01|
BKC21091089^BKC0NA|INTMED|1955-01-01|
BKC21158063^BKC0NA|INTMED|1955-01-01|
BKC21330076^BKC0NA|01|1955-01-01|
BKC21407088^BKC0NA|01|1955-01-01|
BKC21786117^BKC0NA|01|1955-01-01|
BKC21798051^BKC0NA|01|1955-01-01|
BKC21829054^BKC0NA|INTMED|1955-01-01|
BKC21968011^BKC0NA|01|1955-01-01|
BKC22010058^BKC0NA|INTMED|1955-01-01|
BKC22022041^BKC0NA|01|1900-01-01|
BKC22047017^BKC0NA|01|1955-01-01|
BKC22080079^BKC0NA|01|1955-01-01|
BKC22080089^BKC0NA|01|1955-01-01|
BKC22288067^BKC0NA|INTMED|1955-01-01|
BKC22419037^BKC0NA|INTMED|1955-01-01|
BKC22533029^BKC0NA|INTMED|1955-01-01|
BKC22533029^EHI0NA|INTMED|1955-01-01|
BKC22550039^BKC0NA|GMED|1955-01-01|
BKC22550039^EHI0NA|GMED|1955-01-01|
BKC22594031^BKC0NA|01|1955-01-01|
BKC22639054^BKC0NA|INTMED|1955-01-01|
BKC22699048^BKC0NA|01|1955-01-01|
BKC22825027^BKC0NA|01|1955-01-01|
BKC22909051^BKC0NA|01|1955-01-01|
BKC22935011^BKC0NA|01|1955-01-01|
BKC23274012^BKC0NA|INTMED|1955-01-01|
BKC23291022^BKC0NA|01|1955-01-01|
BKC23344037^BKC0NA|01|1955-01-01|
BKC23408057^BKC0NA|01|1955-01-01|
BKC23498042^BKC0NA|01|1955-01-01|
BKC23524025^BKC0NA|01|1955-01-01|
BKC23524045^BKC0NA|01|1955-01-01|
BKC23535041^BKC0NA|INTMED|1955-01-01|
BKC23536049^BKC0NA|INTMED|1955-01-01|
BKC23629042^BKC0NA|01|1955-01-01|
BKC23897010^BKC0NA|01|1955-01-01|
BKC23966036^BKC0NA|01|1955-01-01|
BKC24085031^BKC0NA|INTMED|1955-01-01|
BKC24211050^BKC0NA|01|1955-01-01|
BKC24236025^BKC0NA|01|1955-01-01|
BKC24252057^BKC0NA|01|1955-01-01|
BKC24267075^BKC0NA|01|1955-01-01|
BKC24321063^BKC0NA|INTMED|1955-01-01|
BKC24362051^BKC0NA|INTMED|1955-01-01|
BKC24416053^BKC0NA|01|1955-01-01|
BKC24416063^BKC0NA|01|1955-01-01|
BKC24422048^BKC0NA|01|1955-01-01|
BKC24507051^BKC0NA|01|1900-01-01|
BKC24539029^BKC0NA|INTMED|1955-01-01|
BKC24941046^BKC0NA|INTMED|1955-01-01|
BKC24949021^BKC0NA|01|1955-01-01|
BKC25004040^BKC0NA|01|1955-01-01|
BKC25020081^BKC0NA|01|1955-01-01|
BKC25021070^BKC0NA|INTMED|1955-01-01|
BKC25024024^BKC0NA|01|1955-01-01|
BKC25026051^BKC0NA|01|1955-01-01|
BKC25090012^BKC0NA|01|1955-01-01|
BKC25095053^BKC0NA|01|1955-01-01|
BKC25106082^BKC0NA|INTMED|1955-01-01|
BKC25110031^BKC0NA|INTMED|1955-01-01|
BKC25121016^BKC0NA|01|1955-01-01|
BKC25122014^BKC0NA|01|1955-01-01|
BKC25123022^BKC0NA|INTMED|1955-01-01|
BKC25135026^BKC0NA|01|1955-01-01|
BKC25135046^BKC0NA|01|1955-01-01|
BKC25150040^BKC0NA|INTMED|1900-01-01|
BKC25159033^BKC0NA|INTMED|1955-01-01|
BKC25159033^EHI0NA|INTMED|1955-01-01|
BKC25182058^BKC0NA|01|1955-01-01|
BKC25235042^BKC0NA|INTMED|1955-01-01|
BKC25264076^BKC0NA|01|1955-01-01|
BKC25528039^BKC0NA|01|1955-01-01|
BKC25603030^BKC0NA|01|1955-01-01|
BKC25627037^BKC0NA|01|1955-01-01|
BKC25679090^BKC0NA|INTMED|1955-01-01|
BKC25686032^BKC0NA|INTMED|1955-01-01|
BKC25743035^BKC0NA|01|1955-01-01|
BKC25813050^BKC0NA|INTMED|1955-01-01|
BKC25861050^BKC0NA|01|1955-01-01|
BKC25883061^BKC0NA|01|1955-01-01|
BKC25909028^BKC0NA|01|1955-01-01|
BKC25933031^BKC0NA|01|1900-01-01|
BKC25996189^BKC0NA|01|1955-01-01|
BKC26000032^BKC0NA|01|1955-01-01|
BKC26049035^BKC0NA|INTMED|1955-01-01|
BKC26056038^BKC0NA|INTMED|1955-01-01|
BKC26063021^BKC0NA|INTMED|1955-01-01|
BKC26064029^BKC0NA|INTMED|1955-01-01|
BKC26066025^BKC0NA|01|1955-01-01|
BKC26074026^BKC0NA|01|1955-01-01|
BKC26079027^BKC0NA|INTMED|1900-01-01|
BKC26086020^BKC0NA|INTMED|1955-01-01|
BKC26087028^BKC0NA|01|1955-01-01|
BKC26089024^BKC0NA|INTMED|1955-01-01|
BKC26136020^BKC0NA|INTMED|1955-01-01|
BKC26267036^BKC0NA|01|1955-01-01|
BKC26376051^BKC0NA|01|1955-01-01|
BKC26504157^BKC0NA|INTMED|1955-01-01|
BKC26872021^BKC0NA|INTMED|1955-01-01|
BKC26874037^BKC0NA|INTMED|1955-01-01|
BKC27241048^BKC0NA|01|1955-01-01|
BKC27241068^BKC0NA|01|1955-01-01|
BKC27342032^BKC0NA|01|1955-01-01|
BKC27608031^BKC0NA|01|1955-01-01|
BKC27775024^BKC0NA|INTMED|1955-01-01|
BKC28037052^BKC0NA|INTMED|1955-01-01|
BKC28037052^EHI0NA|INTMED|1955-01-01|
BKC28363011^BKC0NA|01|1955-01-01|
BKC28581041^BKC0NA|01|1955-01-01|
BKC28736019^BKC0NA|01|1955-01-01|
BKC29188049^BKC0NA|INTMED|1955-01-01|
BKC29237031^BKC0NA|01|1955-01-01|
BKC29239057^BKC0NA|INTMED|1955-01-01|
BKC29467035^BKC0NA|01|1955-01-01|
BKC29562061^BKC0NA|01|1955-01-01|
BKC29630029^BKC0NA|01|1955-01-01|
BKC29665021^BKC0NA|01|1955-01-01|
BKC29665031^BKC0NA|01|1955-01-01|
BKC29694025^BKC0NA|01|1955-01-01|
BKC29694035^BKC0NA|01|1955-01-01|
BKC29728013^BKC0NA|01|1955-01-01|
BKC29759013^BKC0NA|01|1955-01-01|
BKC29781031^BKC0NA|01|1955-01-01|
BKC29884041^BKC0NA|01|1955-01-01|
BKC30177049^BKC0NA|INTMED|1900-01-01|
BKC30588021^BKC0NA|INTMED|1955-01-01|
BKC30630024^BKC0NA|01|1955-01-01|
BKC30930063^BKC0NA|01|1955-01-01|
BKC30930073^BKC0NA|01|1955-01-01|
BKC30958043^BKC0NA|INTMED|1955-01-01|
BKC31014031^BKC0NA|01|1955-01-01|
BKC31038027^BKC0NA|INTMED|1955-01-01|
BKC31138033^BKC0NA|01|1955-01-01|
BKC31190021^BKC0NA|01|1955-01-01|
BKC31194024^BKC0NA|01|1955-01-01|
BKC31194034^BKC0NA|01|1955-01-01|
BKC31343042^BKC0NA|INTMED|1955-01-01|
BKC31440034^BKC0NA|01|1955-01-01|
BKC31445175^BKC0NA|01|1955-01-01|
BKC31491019^BKC0NA|INTMED|1955-01-01|
BKC31507039^BKC0NA|INTMED|1955-01-01|
BKC31518064^BKC0NA|01|1955-01-01|
BKC31564048^BKC0NA|01|1955-01-01|
BKC31608013^BKC0NA|01|1955-01-01|
BKC31640057^BKC0NA|INTMED|1955-01-01|
BKC31646046^BKC0NA|01|1955-01-01|
BKC31664014^BKC0NA|01|1955-01-01|
BKC31753023^BKC0NA|01|1955-01-01|
BKC31773021^BKC0NA|01|1955-01-01|
BKC31811076^BKC0NA|01|1955-01-01|
BKC32240027^BKC0NA|INTMED|1900-01-01|
BKC32240027^EHI0NA|INTMED|1900-01-01|
BKC32457054^BKC0NA|INTMED|1955-01-01|
BKC32507094^BKC0NA|INTMED|1955-01-01|
BKC32715018^BKC0NA|01|1955-01-01|
BKC32769027^BKC0NA|01|1955-01-01|
BKC32774033^BKC0NA|INTMED|1955-01-01|
BKC32837075^BKC0NA|01|1955-01-01|
BKC32837085^BKC0NA|01|1955-01-01|
BKC32844018^BKC0NA|01|1955-01-01|
BKC32859046^BKC0NA|INTMED|1955-01-01|
BKC32945062^BKC0NA|01|1955-01-01|
BKC33205024^BKC0NA|01|1955-01-01|
BKC33273069^BKC0NA|01|1955-01-01|
BKC33277041^BKC0NA|01|1955-01-01|
BKC33277061^BKC0NA|01|1955-01-01|
BKC33430028^BKC0NA|01|1955-01-01|
BKC33550029^BKC0NA|01|1955-01-01|
BKC33741102^BKC0NA|INTMED|1955-01-01|
BKC33947034^BKC0NA|INTMED|1900-01-01|
BKC33951042^BKC0NA|01|1955-01-01|
BKC34106071^BKC0NA|INTMED|1955-01-01|
BKC34108028^BKC0NA|01|1955-01-01|
BKC34108038^BKC0NA|01|1955-01-01|
BKC34108048^BKC0NA|01|1955-01-01|
BKC34170083^BKC0NA|INTMED|1955-01-01|
BKC34177021^BKC0NA|INTMED|1955-01-01|
BKC34177021^EHI0NA|INTMED|1955-01-01|
BKC34180021^BKC0NA|01|1955-01-01|
BKC34180031^BKC0NA|01|1955-01-01|
BKC34192014^BKC0NA|01|1955-01-01|
BKC34319046^BKC0NA|01|1900-01-01|
BKC34388089^BKC0NA|01|1955-01-01|
BKC34396051^BKC0NA|01|1955-01-01|
BKC34452024^BKC0NA|01|1955-01-01|
BKC34500028^BKC0NA|01|1955-01-01|
BKC34508053^BKC0NA|GP|1900-01-01|
BKC34508053^EHI0NA|GP|1900-01-01|
BKC34564024^BKC0NA|INTMED|1955-01-01|
BKC34564024^EHI0NA|INTMED|1955-01-01|
BKC34564054^BKC0NA|INTMED|1955-01-01|
BKC34579012^BKC0NA|01|1955-01-01|
BKC34709014^BKC0NA|INTMED|1955-01-01|
BKC34709054^BKC0NA|INTMED|1955-01-01|
BKC34804021^BKC0NA|01|1955-01-01|
BKC34913025^BKC0NA|01|1955-01-01|
BKC35288058^BKC0NA|01|1955-01-01|
BKC35636021^BKC0NA|01|1955-01-01|
BKC35670051^BKC0NA|01|1955-01-01|
BKC35670061^BKC0NA|01|1955-01-01|
BKC35771025^BKC0NA|INTMED|1955-01-01|
BKC35773011^BKC0NA|01|1955-01-01|
BKC35776066^BKC0NA|01|1955-01-01|
BKC35776076^BKC0NA|01|1955-01-01|
BKC35853013^BKC0NA|01|1955-01-01|
BKC35855071^BKC0NA|INTMED|1955-01-01|
BKC35911034^BKC0NA|01|1955-01-01|
BKC36055024^BKC0NA|01|1955-01-01|
BKC36464079^BKC0NA|01|1955-01-01|
BKC36477011^BKC0NA|01|1955-01-01|
BKC36631085^BKC0NA|01|1955-01-01|
BKC36737011^BKC0NA|INTMED|1955-01-01|
BKC36737011^EHI0NA|INTMED|1955-01-01|
BKC36741059^BKC0NA|01|1955-01-01|
BKC36880086^BKC0NA|01|1955-01-01|
BKC36886035^BKC0NA|01|1955-01-01|
BKC36886045^BKC0NA|01|1955-01-01|
BKC36886055^BKC0NA|01|1955-01-01|
BKC36891061^BKC0NA|INTMED|1955-01-01|
BKC36973101^BKC0NA|01|1955-01-01|
BKC37056018^BKC0NA|01|1955-01-01|
BKC37117013^BKC0NA|01|1955-01-01|
BKC37517079^BKC0NA|INTMED|1955-01-01|
BKC38157038^BKC0NA|01|1955-01-01|
BKC38157048^BKC0NA|01|1955-01-01|
BKC38157058^BKC0NA|01|1955-01-01|
BKC38326011^BKC0NA|INTMED|1955-01-01|
BKC38326011^EHI0NA|INTMED|1955-01-01|
BKC38336048^BKC0NA|01|1955-01-01|
BKC38346035^BKC0NA|01|1955-01-01|
BKC38477021^BKC0NA|INTMED|1900-01-01|
BKC38583012^BKC0NA|INTMED|1955-01-01|
BKC38944057^BKC0NA|INTMED|1955-01-01|
BKC38987021^BKC0NA|01|1955-01-01|
BKC39112033^BKC0NA|01|1955-01-01|
BKC39182044^BKC0NA|01|1955-01-01|
BKC39187045^BKC0NA|01|1955-01-01|
BKC39195026^BKC0NA|INTMED|1955-01-01|
BKC39348017^BKC0NA|INTMED|1955-01-01|
BKC39348017^EHI0NA|INTMED|1955-01-01|
BKC39349015^BKC0NA|01|1955-01-01|
BKC39615011^BKC0NA|01|1955-01-01|
BKC39624039^BKC0NA|01|1955-01-01|
BKC39920015^BKC0NA|01|1955-01-01|
BKC40171014^BKC0NA|01|1955-01-01|
BKC40173011^BKC0NA|01|1955-01-01|
BKC40176015^BKC0NA|01|1955-01-01|
BKC40371047^BKC0NA|01|1955-01-01|
BKC40463012^BKC0NA|01|1955-01-01|
BKC41442025^BKC0NA|01|1955-01-01|
BKC41442035^BKC0NA|01|1955-01-01|
BKC41442045^BKC0NA|01|1955-01-01|
BKC41443033^BKC0NA|INTMED|1955-01-01|
BKC41571025^BKC0NA|01|1955-01-01|
BKC42240011^BKC0NA|INTMED|1955-01-01|
BKC42398011^BKC0NA|INTMED|1955-01-01|
BKC42403011^BKC0NA|INTMED|1955-01-01|
BKC42587017^BKC0NA|01|1955-01-01|
BKC42642033^BKC0NA|INTMED|1955-01-01|
BKC42767015^BKC0NA|01|1955-01-01|
BKC42807018^BKC0NA|01|1955-01-01|
BKC42936028^BKC0NA|01|1955-01-01|
BKC43071034^BKC0NA|INTMED|1955-01-01|
BKC43293018^BKC0NA|INTMED|1955-01-01|
BKC43294026^BKC0NA|01|1955-01-01|
BKC43296012^BKC0NA|01|1955-01-01|
BKC43636024^BKC0NA|01|1955-01-01|
BKC43636034^BKC0NA|01|1955-01-01|
BKC43636044^BKC0NA|01|1955-01-01|
BKC43730031^BKC0NA|INTMED|1955-01-01|
BKC43822037^BKC0NA|01|1955-01-01|
BKC43931012^BKC0NA|INTMED|1955-01-01|
BKC43931012^EHI0NA|INTMED|1955-01-01|
BKC43937011^BKC0NA|INTMED|1955-01-01|
BKC43942038^BKC0NA|01|1955-01-01|
BKC44118021^BKC0NA|01|1955-01-01|
BKC44168016^BKC0NA|01|1955-01-01|
BKC44184048^BKC0NA|INTMED|1955-01-01|
BKC44316036^BKC0NA|01|1955-01-01|
BKC44316066^BKC0NA|01|1955-01-01|
BKC44321012^BKC0NA|01|1955-01-01|
BKC44366102^BKC0NA|01|1955-01-01|
BKC44431016^BKC0NA|GMED|1955-01-01|
BKC44431016^EHI0NA|GMED|1955-01-01|
BKC44442011^BKC0NA|01|1955-01-01|
BKC44591086^BKC0NA|01|1955-01-01|
BKC44616025^BKC0NA|01|1955-01-01|
BKC44617043^BKC0NA|01|1955-01-01|
BKC44825027^BKC0NA|GP|1900-01-01|
BKC44997021^BKC0NA|01|1955-01-01|
BKC45078012^BKC0NA|01|1955-01-01|
BKC45203043^BKC0NA|INTMED|1900-01-01|
BKC45203053^BKC0NA|INTMED|1900-01-01|
BKC45210016^BKC0NA|INTMED|1900-01-01|
BKC45210016^EHI0NA|INTMED|1900-01-01|
BKC45219011^BKC0NA|INTMED|1955-01-01|
BKC45345015^BKC0NA|INTMED|1955-01-01|
BKC45346023^BKC0NA|01|1955-01-01|
BKC45347031^BKC0NA|01|1955-01-01|
BKC45503032^BKC0NA|01|1955-01-01|
BKC45563036^BKC0NA|01|1955-01-01|
BKC45564044^BKC0NA|01|1955-01-01|
BKC45565012^BKC0NA|INTMED|1955-01-01|
BKC45565012^EHI0NA|INTMED|1955-01-01|
BKC45680012^BKC0NA|01|1955-01-01|
BKC45946011^BKC0NA|01|1955-01-01|
BKC45946031^BKC0NA|01|1955-01-01|
BKC46028021^BKC0NA|01|1900-01-01|
BKC46054061^BKC0NA|01|1900-01-01|
BKC46290011^BKC0NA|INTMED|1955-01-01|
BKC46527055^BKC0NA|GP|1900-01-01|
BKC46527055^EHI0NA|GP|1900-01-01|
BKC46760011^BKC0NA|01|1955-01-01|
BKC47051011^BKC0NA|INTMED|1955-01-01|
BKC47327018^BKC0NA|01|1955-01-01|
BKC47372013^BKC0NA|INTMED|1955-01-01|
BKC47441021^BKC0NA|INTMED|1955-01-01|
BKC47496027^BKC0NA|INTMED|1955-01-01|
BKC47548013^BKC0NA|01|1900-01-01|
BKC47548023^BKC0NA|01|1900-01-01|
BKC47596013^BKC0NA|01|1955-01-01|
BKC47601033^BKC0NA|01|1900-01-01|
BKC47781018^BKC0NA|01|1900-01-01|
BKC47817022^BKC0NA|01|1955-01-01|
BKC47917029^BKC0NA|INTMED|1955-01-01|
BKC48229013^BKC0NA|01|1955-01-01|
BKC48558016^BKC0NA|01|1955-01-01|
BKC48879048^BKC0NA|INTMED|1900-01-01|
BKC48890019^BKC0NA|INTMED|1955-01-01|
BKC48890019^EHI0NA|INTMED|1955-01-01|
BKC48988013^BKC0NA|01|1900-01-01|
BKC48990015^BKC0NA|INTMED|1900-01-01|
BKC48990015^EHI0NA|INTMED|1900-01-01|
BKC49002044^BKC0NA|01|1955-01-01|
BKC49145014^BKC0NA|01|1900-01-01|
BKC49148039^BKC0NA|01|1900-01-01|
BKC49202017^BKC0NA|01|1900-01-01|
BKC49257014^BKC0NA|01|1900-01-01|
BKC49270021^BKC0NA|01|1955-01-01|
BKC49273016^BKC0NA|GMED|1900-01-01|
BKC49273016^EHI0NA|GMED|1900-01-01|
BKC49414023^BKC0NA|01|1955-01-01|
BKC49437012^BKC0NA|01|1900-01-01|
BKC49460017^BKC0NA|01|1955-01-01|
BKC49466016^BKC0NA|01|1900-01-01|
BKC49526053^BKC0NA|INTMED|1900-01-01|
BKC49585029^BKC0NA|01|1955-01-01|
BKC49785011^BKC0NA|01|1955-01-01|
BKC49989027^BKC0NA|INTMED|1955-01-01|
BKC50140019^BKC0NA|INTMED|1900-01-01|
BKC50256011^BKC0NA|01|1900-01-01|
BKC50258018^BKC0NA|01|1900-01-01|
BKC50272023^BKC0NA|01|1955-01-01|
BKC50454018^BKC0NA|01|1955-01-01|
BKC50470021^BKC0NA|INTMED|1900-01-01|
BKC50642037^BKC0NA|01|1900-01-01|
BKC50755015^BKC0NA|01|1900-01-01|
BKC50810011^BKC0NA|01|1900-01-01|
BKC50830016^BKC0NA|01|1900-01-01|
BKC50833041^BKC0NA|01|1900-01-01|
BKC50844016^BKC0NA|INTMED|1900-01-01|
BKC50846012^BKC0NA|01|1955-01-01|
BKC50865029^BKC0NA|INTMED|1955-01-01|
BKC51033015^BKC0NA|01|1900-01-01|
BKC51034033^BKC0NA|01|1955-01-01|
BKC51170046^BKC0NA|01|1900-01-01|
BKC51179031^BKC0NA|INTMED|1955-01-01|
BKC51191019^BKC0NA|01|1955-01-01|
BKC51194013^BKC0NA|01|1900-01-01|
BKC51378014^BKC0NA|INTMED|1900-01-01|
BKC51545021^BKC0NA|01|1955-01-01|
BKC51600027^BKC0NA|01|1955-01-01|
BKC51857013^BKC0NA|INTMED|1955-01-01|
BKC51861011^BKC0NA|01|1955-01-01|
BKC51902012^BKC0NA|01|1955-01-01|
BKC51916102^BKC0NA|01|1900-01-01|
BKC51925011^BKC0NA|01|1900-01-01|
BKC51929014^BKC0NA|INTMED|1955-01-01|
BKC51929014^EHI0NA|INTMED|1955-01-01|
BKC51929024^BKC0NA|INTMED|1955-01-01|
BKC51935019^BKC0NA|01|1955-01-01|
BKC51948011^BKC0NA|GP|1900-01-01|
BKC51948031^BKC0NA|GP|1900-01-01|
BKC52519027^BKC0NA|INTMED|1900-01-01|
BKC52521039^BKC0NA|01|1955-01-01|
BKC52533012^BKC0NA|01|1955-01-01|
BKC52538013^BKC0NA|01|1900-01-01|
BKC52567017^BKC0NA|01|1900-01-01|
BKC52592018^BKC0NA|INTMED|1900-01-01|
BKC52687018^BKC0NA|01|1900-01-01|
BKC52700019^BKC0NA|INTMED|1900-01-01|
BKC52700019^EHI0NA|INTMED|1900-01-01|
BKC52700029^BKC0NA|INTMED|1900-01-01|
BKC52714019^BKC0NA|01|1900-01-01|
BKC52932011^BKC0NA|01|1955-01-01|
BKC52935014^BKC0NA|01|1955-01-01|
BKC52935024^BKC0NA|01|1955-01-01|
BKC53034024^BKC0NA|01|1900-01-01|
BKC53049012^BKC0NA|01|1955-01-01|
BKC53056015^BKC0NA|01|1955-01-01|
BKC53096014^BKC0NA|01|1955-01-01|
BKC53344021^BKC0NA|INTMED|1900-01-01|
BKC53521014^BKC0NA|01|1900-01-01|
BKC53667029^BKC0NA|01|1955-01-01|
BKC53873026^BKC0NA|01|1955-01-01|
BKC54233014^BKC0NA|01|1955-01-01|
BKC54248012^BKC0NA|01|1900-01-01|
BKC54414021^BKC0NA|01|1900-01-01|
BKC54418013^BKC0NA|01|1900-01-01|
BKC54420025^BKC0NA|01|1900-01-01|
BKC54458022^BKC0NA|01|1955-01-01|
BKC54472018^BKC0NA|01|1900-01-01|
BKC54522018^BKC0NA|01|1955-01-01|
BKC54723019^BKC0NA|01|1955-01-01|
BKC54791013^BKC0NA|INTMED|1955-01-01|
BKC54811011^BKC0NA|01|1900-01-01|
BKC54847012^BKC0NA|01|1955-01-01|
BKC54864012^BKC0NA|01|1900-01-01|
BKC54865011^BKC0NA|01|1955-01-01|
BKC54896021^BKC0NA|INTMED|1900-01-01|
BKC54914012^BKC0NA|01|1900-01-01|
BKC54937041^BKC0NA|01|1955-01-01|
BKC54955011^BKC0NA|INTMED|1955-01-01|
BKC54955011^EHI0NA|INTMED|1955-01-01|
BKC54957016^BKC0NA|INTMED|1900-01-01|
BKC54957016^EHI0NA|INTMED|1900-01-01|
BKC54962012^BKC0NA|INTMED|1900-01-01|
BKC54962012^EHI0NA|INTMED|1900-01-01|
BKC54962022^BKC0NA|INTMED|1900-01-01|
BKC54968011^BKC0NA|01|1955-01-01|
BKC54968021^BKC0NA|01|1955-01-01|
BKC54987028^BKC0NA|01|1955-01-01|
BKC55040011^BKC0NA|01|1900-01-01|
BKC55886019^BKC0NA|01|1955-01-01|
BKC56057011^BKC0NA|INTMED|1955-01-01|
BKC56077014^BKC0NA|INTMED|1955-01-01|
BKC56323014^BKC0NA|01|1955-01-01|
BKC56382011^BKC0NA|INTMED|1900-01-01|
BKC56382011^EHI0NA|INTMED|1900-01-01|
BKC56391019^BKC0NA|01|1900-01-01|
BKC56668013^BKC0NA|01|1955-01-01|
BKC56849011^BKC0NA|01|1900-01-01|
BKC56850013^BKC0NA|INTMED|1955-01-01|
BLA000006333^BLA0NA|01|1900-01-01|
BLA000006414^BLA0NA|INTMED|1900-01-01|
BLA000006422^BLA0NA|INTMED|1955-01-01|
BLA000006481^BLA0NA|01|1955-01-01|
BLA000006512^BLA0NA|01|1955-01-01|
BLA000006599^BLA0NA|01|1955-01-01|
BLA000006600^BLA0NA|01|1955-01-01|
BLA000006601^BLA0NA|01|1955-01-01|
BLA000006664^BLA0NA|01|1955-01-01|
BLA000006684^BLA0NA|01|1955-01-01|
BLA000006744^BLA0NA|INTMED|1955-01-01|
BLA000006750^BLA0NA|01|1955-01-01|
BLA000006796^BLA0NA|01|1955-01-01|
BLA000006797^BLA0NA|INTMED|1955-01-01|
BLA000006858^BLA0NA|INTMED|1955-01-01|
BLA000007016^BLA0NA|INTMED|1900-01-01|
BLA000007147^BLA0NA|INTMED|1955-01-01|
BLA000007187^BLA0NA|INTMED|1955-01-01|
BLA000007189^BLA0NA|INTMED|1955-01-01|
BLA000007297^BLA0NA|INTMED|1955-01-01|
BLA000007325^BLA0NA|INTMED|1955-01-01|
BLA000007332^BLA0NA|INTMED|1955-01-01|
BLA000007362^BLA0NA|INTMED|1955-01-01|
BLA000007390^BLA0NA|INTMED|1900-01-01|
BLA000007394^BLA0NA|INTMED|1955-01-01|
BLA000007463^BLA0NA|INTMED|1955-01-01|
BLA000007695^BLA0NA|01|1955-01-01|
BLA000007695^EHI0NA|01|1955-01-01|
BLA000007931^BLA0NA|INTMED|1955-01-01|
BLA000007932^BLA0NA|INTMED|1955-01-01|
BLA000007933^BLA0NA|INTMED|1955-01-01|
BLA000008085^BLA0NA|01|1955-01-01|
BLA000008102^BLA0NA|INTMED|1955-01-01|
BLA000008103^BLA0NA|INTMED|1955-01-01|
BLA000008105^BLA0NA|INTMED|1900-01-01|
