PROVIDER_ID|SPECIALTY_CD|EFFECTIVE_DT|TERM_DT
BLA000064447^BLA0NA|01|1955-01-01|
BLA000064448^BLA0NA|01|1955-01-01|
BLA000064465^BLA0NA|01|1900-01-01|
BLA000064573^BLA0NA|01|1955-01-01|
BLA000064726^BLA0NA|INTMED|1900-01-01|
BLA000064749^BLA0NA|INTMED|1955-01-01|
BLA000064758^BLA0NA|01|1955-01-01|
BLA000064760^BLA0NA|INTMED|1955-01-01|
BLA000064762^BLA0NA|01|1955-01-01|
BLA000064788^BLA0NA|INTMED|1900-01-01|
BLA000064796^BLA0NA|INTMED|1900-01-01|
BLA000064799^BLA0NA|01|1900-01-01|
BLA000064862^BLA0NA|31|1900-01-01|
BLA000065026^BLA0NA|29|1900-01-01|
BLA000065103^BLA0NA|01|1955-01-01|
BLA000065107^BLA0NA|INTMED|1900-01-01|
BLA000065157^BLA0NA|INTMED|1900-01-01|
BLA000065163^BLA0NA|01|1955-01-01|
BLA000065216^BLA0NA|INTMED|1900-01-01|
BLA000065292^BLA0NA|INTMED|1955-01-01|
BLA000065293^BLA0NA|INTMED|1955-01-01|
BLA000065372^BLA0NA|31|1900-01-01|
BLA000065389^BLA0NA|INTMED|1900-01-01|
BLA000065489^BLA0NA|01|1900-01-01|
BLA000065518^BLA0NA|01|1955-01-01|
BLA000065583^BLA0NA|INTMED|1955-01-01|
BLA000065590^BLA0NA|INTMED|1955-01-01|
BLA000065743^BLA0NA|29|1900-01-01|
BLA000065754^BLA0NA|01|1900-01-01|
BLA000065755^BLA0NA|INTMED|1900-01-01|
BLA000065772^BLA0NA|01|1900-01-01|
BLA000065800^BLA0NA|01|1900-01-01|
BLA000066025^BLA0NA|INTMED|1900-01-01|
BLA000066036^BLA0NA|31|1900-01-01|
BLA000066076^BLA0NA|01|1900-01-01|
BLA000066080^BLA0NA|31|1900-01-01|
BLA000066082^BLA0NA|31|1900-01-01|
BLA000066083^BLA0NA|31|1900-01-01|
BLA000066106^BLA0NA|01|1955-01-01|
BLA000066107^BLA0NA|01|1955-01-01|
BLA000066110^BLA0NA|01|1900-01-01|
BLA000066174^BLA0NA|01|1900-01-01|
BLA000066262^BLA0NA|INTMED|1900-01-01|
BLA000066449^BLA0NA|01|1900-01-01|
BLA000066556^BLA0NA|31|1900-01-01|
BLA000066610^BLA0NA|31|1900-01-01|
BLA000066625^BLA0NA|29|1900-01-01|
BLA000066668^BLA0NA|01|1955-01-01|
BLA000066678^BLA0NA|31|1900-01-01|
BLA000066692^BLA0NA|INTMED|1955-01-01|
BLA000066754^BLA0NA|01|1900-01-01|
BLA000067064^BLA0NA|INTMED|1900-01-01|
BLA000067139^BLA0NA|INTMED|1955-01-01|
BLA000067275^BLA0NA|INTMED|1955-01-01|
BLA000067357^BLA0NA|INTMED|1955-01-01|
BLA000067383^BLA0NA|31|1900-01-01|
BLA000067490^BLA0NA|01|1955-01-01|
BLA000067559^BLA0NA|INTMED|1900-01-01|
BLA000067560^BLA0NA|01|1955-01-01|
BLA000067980^BLA0NA|GP|1900-01-01|
BLA000068008^BLA0NA|01|1955-01-01|
BLA000068011^BLA0NA|01|1955-01-01|
BLA000068048^BLA0NA|INTMED|1900-01-01|
BLA000068177^BLA0NA|01|1955-01-01|
BLA000068197^BLA0NA|01|1955-01-01|
BLA000068205^BLA0NA|OBGY|1900-01-01|
BLA000068222^BLA0NA|GP|1900-01-01|
BLA000068223^BLA0NA|01|1955-01-01|
BLA000068252^BLA0NA|INTMED|1955-01-01|
BLA000068273^BLA0NA|01|1955-01-01|
BLA000068274^BLA0NA|01|1955-01-01|
BLA000068283^BLA0NA|INTMED|1955-01-01|
BLA000068286^BLA0NA|01|1955-01-01|
BLA000068321^BLA0NA|INTMED|1900-01-01|
BLA000068336^BLA0NA|INTMED|1955-01-01|
BLA000068337^BLA0NA|INTMED|1900-01-01|
BLA000068342^BLA0NA|01|1955-01-01|
BLA000068344^BLA0NA|INTMED|1955-01-01|
BLA000068352^BLA0NA|01|1900-01-01|
BLA000068353^BLA0NA|31|1900-01-01|
BLA000068354^BLA0NA|31|1900-01-01|
BLA000068486^BLA0NA|01|1955-01-01|
BLA000068534^BLA0NA|INTMED|1955-01-01|
BLA000068567^BLA0NA|01|1955-01-01|
BLA000068572^BLA0NA|01|1955-01-01|
BLA000068573^BLA0NA|01|1955-01-01|
BLA000068762^BLA0NA|01|1955-01-01|
BLA000068827^BLA0NA|01|1955-01-01|
BLA000068860^BLA0NA|INTMED|1955-01-01|
BLA000068895^BLA0NA|INTMED|1955-01-01|
BLA000068898^BLA0NA|INTMED|1955-01-01|
BLA000068899^BLA0NA|01|1955-01-01|
BLA000068901^BLA0NA|01|1955-01-01|
BLA000068906^BLA0NA|INTMED|1955-01-01|
BLA000068908^BLA0NA|INTMED|1955-01-01|
BLA000068909^BLA0NA|01|1900-01-01|
BLA000068910^BLA0NA|INTMED|1955-01-01|
BLA000068912^BLA0NA|01|1955-01-01|
BLA000068914^BLA0NA|INTMED|1955-01-01|
BLA000068916^BLA0NA|01|1955-01-01|
BLA000069136^BLA0NA|01|1900-01-01|
BLA000069208^BLA0NA|01|1955-01-01|
BLA000069209^BLA0NA|01|1955-01-01|
BLA000069212^BLA0NA|01|1955-01-01|
BLA000069214^BLA0NA|01|1955-01-01|
BLA000069215^BLA0NA|01|1955-01-01|
BLA000069233^BLA0NA|INTMED|1900-01-01|
BLA000069252^BLA0NA|31|1900-01-01|
BLA000069253^BLA0NA|31|1900-01-01|
BLA000069258^BLA0NA|31|1900-01-01|
BLA000069259^BLA0NA|31|1900-01-01|
BLA000069267^BLA0NA|01|1900-01-01|
BLA000069438^BLA0NA|INTMED|1955-01-01|
BLA000069440^BLA0NA|INTMED|1955-01-01|
BLA000069464^BLA0NA|INTMED|1955-01-01|
BLA000069543^BLA0NA|31|1900-01-01|
BLA000069719^BLA0NA|INTMED|1955-01-01|
BLA000069785^BLA0NA|31|1900-01-01|
BLA000069787^BLA0NA|31|1900-01-01|
BLA000069794^BLA0NA|31|1900-01-01|
BLA000069877^BLA0NA|31|1900-01-01|
BLA000069881^BLA0NA|31|1900-01-01|
BLA000069943^BLA0NA|INTMED|1955-01-01|
BLA000069944^BLA0NA|INTMED|1955-01-01|
BLA000070006^BLA0NA|31|1900-01-01|
BLA000070014^BLA0NA|INTMED|1900-01-01|
BLA000070030^BLA0NA|31|1900-01-01|
BLA000070036^BLA0NA|31|1900-01-01|
BLA000070053^BLA0NA|31|1900-01-01|
BLA000070057^BLA0NA|31|1900-01-01|
BLA000070108^BLA0NA|INTMED|1900-01-01|
BLA000070111^BLA0NA|INTMED|1955-01-01|
BLA000070116^BLA0NA|01|1900-01-01|
BLA000070187^BLA0NA|INTMED|1955-01-01|
BLA000070188^BLA0NA|31|1900-01-01|
BLA000070194^BLA0NA|01|1900-01-01|
BLA000070209^BLA0NA|INTMED|1955-01-01|
BLA000070372^BLA0NA|31|1900-01-01|
BLA000070537^BLA0NA|INTMED|1955-01-01|
BLA000070672^BLA0NA|INTMED|1900-01-01|
BLA000070688^BLA0NA|31|1900-01-01|
BLA000070728^BLA0NA|31|1900-01-01|
BLA000070787^BLA0NA|INTMED|1955-01-01|
BLA000070842^BLA0NA|GP|1900-01-01|
BLA000070883^BLA0NA|INTMED|1955-01-01|
BLA000070926^BLA0NA|INTMED|1955-01-01|
BLA000071257^BLA0NA|GMED|1955-01-01|
BLA000071331^BLA0NA|01|1900-01-01|
BLA000071335^BLA0NA|31|1900-01-01|
BLA000071342^BLA0NA|INTMED|1955-01-01|
BLA000071343^BLA0NA|INTMED|1955-01-01|
BLA000071348^BLA0NA|01|1955-01-01|
BLA000071350^BLA0NA|01|1955-01-01|
BLA000071358^BLA0NA|37|1900-01-01|
BLA000071377^BLA0NA|INTMED|1955-01-01|
BLA000071401^BLA0NA|31|1900-01-01|
BLA000071404^BLA0NA|31|1900-01-01|
BLA000071463^BLA0NA|01|1955-01-01|
BLA000071467^BLA0NA|INTMED|1900-01-01|
BLA000071550^BLA0NA|01|1900-01-01|
BLA000071563^BLA0NA|01|1955-01-01|
BLA000071649^BLA0NA|31|1900-01-01|
BLA000071690^BLA0NA|31|1900-01-01|
BLA000071695^BLA0NA|GP|1900-01-01|
BLA000071696^BLA0NA|GP|1900-01-01|
BLA000071698^BLA0NA|GP|1900-01-01|
BLA000071758^BLA0NA|31|1900-01-01|
BLA000071759^BLA0NA|31|1900-01-01|
BLA000071765^BLA0NA|31|1900-01-01|
BLA000071875^BLA0NA|INTMED|1955-01-01|
BLA000071927^BLA0NA|INTMED|1955-01-01|
BLA000071929^BLA0NA|31|1900-01-01|
BLA000071937^BLA0NA|31|1900-01-01|
BLA000071965^BLA0NA|31|1900-01-01|
BLA000071989^BLA0NA|01|1900-01-01|
BLA000072072^BLA0NA|INTMED|1900-01-01|
BLA000072087^BLA0NA|INTMED|1900-01-01|
BLA000072248^BLA0NA|INTMED|1955-01-01|
BLA000072314^BLA0NA|INTMED|1955-01-01|
BLA000072323^BLA0NA|29|1900-01-01|
BLA000072341^BLA0NA|01|1900-01-01|
BLA000072347^BLA0NA|01|1900-01-01|
BLA000072352^BLA0NA|01|1955-01-01|
BLA000072394^BLA0NA|INTMED|1955-01-01|
BLA000072395^BLA0NA|INTMED|1955-01-01|
BLA000072396^BLA0NA|INTMED|1955-01-01|
BLA000072397^BLA0NA|INTMED|1955-01-01|
BLA000072401^BLA0NA|01|1955-01-01|
BLA000072451^BLA0NA|31|1900-01-01|
BLA000072454^BLA0NA|01|1900-01-01|
BLA000072455^BLA0NA|01|1900-01-01|
BLA000072456^BLA0NA|31|1900-01-01|
BLA000072460^BLA0NA|INTMED|1955-01-01|
BLA000072580^BLA0NA|INTMED|1955-01-01|
BLA000072588^BLA0NA|31|1900-01-01|
BLA000072633^BLA0NA|31|1900-01-01|
BLA000072779^BLA0NA|INTMED|1955-01-01|
BLA000072825^BLA0NA|01|1955-01-01|
BLA000072827^BLA0NA|INTMED|1955-01-01|
BLA000072828^BLA0NA|INTMED|1955-01-01|
BLA000072831^BLA0NA|INTMED|1955-01-01|
BLA000072832^BLA0NA|INTMED|1955-01-01|
BLA000072833^BLA0NA|INTMED|1900-01-01|
BLA000072834^BLA0NA|INTMED|1955-01-01|
BLA000072835^BLA0NA|INTMED|1955-01-01|
BLA000072838^BLA0NA|INTMED|1955-01-01|
BLA000072839^BLA0NA|GP|1900-01-01|
BLA000072856^BLA0NA|INTMED|1900-01-01|
BLA000072860^BLA0NA|01|1955-01-01|
BLA000072877^BLA0NA|31|1900-01-01|
BLA000072887^BLA0NA|01|1900-01-01|
BLA000072892^BLA0NA|31|1900-01-01|
BLA000072906^BLA0NA|01|1900-01-01|
BLA000072907^BLA0NA|01|1955-01-01|
BLA000072925^BLA0NA|01|1955-01-01|
BLA000072976^BLA0NA|INTMED|1900-01-01|
BLA000073022^BLA0NA|01|1955-01-01|
BLA000073064^BLA0NA|31|1900-01-01|
BLA000073162^BLA0NA|GP|1900-01-01|
BLA000073210^BLA0NA|01|1955-01-01|
BLA000073211^BLA0NA|INTMED|1900-01-01|
BLA000073216^BLA0NA|INTMED|1900-01-01|
BLA000073219^BLA0NA|01|1955-01-01|
BLA000073307^BLA0NA|INTMED|1955-01-01|
BLA000073367^BLA0NA|INTMED|1900-01-01|
BLA000073411^BLA0NA|INTMED|1955-01-01|
BLA000073649^BLA0NA|01|1955-01-01|
BLA000073822^BLA0NA|01|1955-01-01|
BLA000073909^BLA0NA|INTMED|1900-01-01|
BLA000074254^BLA0NA|INTMED|1900-01-01|
BLA000074507^BLA0NA|29|1900-01-01|
BLA000074596^BLA0NA|INTMED|1955-01-01|
BLA000074634^BLA0NA|01|1900-01-01|
BLA000074682^BLA0NA|INTMED|1900-01-01|
BLA000074713^BLA0NA|01|1955-01-01|
BLA000074737^BLA0NA|INTMED|1900-01-01|
BLA000074742^BLA0NA|01|1900-01-01|
BLA000074743^BLA0NA|INTMED|1900-01-01|
BLA000074848^BLA0NA|01|1900-01-01|
BLA000074859^BLA0NA|31|1900-01-01|
BLA000074957^BLA0NA|01|1900-01-01|
BLA000075173^BLA0NA|INTMED|1955-01-01|
BLA000075205^BLA0NA|29|1900-01-01|
BLA000075251^BLA0NA|01|1955-01-01|
BLA000075352^BLA0NA|01|1900-01-01|
BLA000075437^BLA0NA|INTMED|1955-01-01|
BLA000075458^BLA0NA|01|1900-01-01|
BLA000075459^BLA0NA|01|1900-01-01|
BLA000075467^BLA0NA|GP|1900-01-01|
BLA000075468^BLA0NA|GP|1900-01-01|
BLA000075674^BLA0NA|INTMED|1955-01-01|
BLA000075680^BLA0NA|INTMED|1955-01-01|
BLA000075685^BLA0NA|01|1900-01-01|
BLA000075689^BLA0NA|INTMED|1900-01-01|
BLA000075693^BLA0NA|INTMED|1955-01-01|
BLA000075694^BLA0NA|01|1955-01-01|
BLA000075698^BLA0NA|INTMED|1955-01-01|
BLA000075701^BLA0NA|01|1900-01-01|
BLA000075719^BLA0NA|01|1900-01-01|
BLA000075728^BLA0NA|INTMED|1955-01-01|
BLA000075770^BLA0NA|01|1955-01-01|
BLA000075886^BLA0NA|29|1900-01-01|
BLA000076009^BLA0NA|31|1900-01-01|
BLA000076022^BLA0NA|01|1900-01-01|
BLA000076122^BLA0NA|INTMED|1900-01-01|
BLA000076161^BLA0NA|INTMED|1900-01-01|
BLA000076338^BLA0NA|01|1955-01-01|
BLA000076339^BLA0NA|01|1955-01-01|
BLA000076341^BLA0NA|GP|1900-01-01|
BLA000076586^BLA0NA|01|1900-01-01|
BLA000076677^BLA0NA|31|1900-01-01|
BLA000076685^BLA0NA|01|1900-01-01|
BLA000076711^BLA0NA|31|1900-01-01|
BLA000077115^BLA0NA|31|1900-01-01|
BLA000077132^BLA0NA|31|1900-01-01|
BLA000077150^BLA0NA|01|1900-01-01|
BLA000077250^BLA0NA|01|1955-01-01|
BLA000077263^BLA0NA|31|1900-01-01|
BLA000077312^BLA0NA|INTMED|1955-01-01|
BLA000077394^BLA0NA|INTMED|1955-01-01|
BLA000077395^BLA0NA|01|1900-01-01|
BLA000077428^BLA0NA|01|1955-01-01|
BLA000077444^BLA0NA|01|1955-01-01|
BLA000077476^BLA0NA|31|1900-01-01|
BLA000077478^BLA0NA|INTMED|1955-01-01|
BLA000077592^BLA0NA|01|1955-01-01|
BLA000077594^BLA0NA|INTMED|1955-01-01|
BLA000077895^BLA0NA|01|1900-01-01|
BLA000078007^BLA0NA|01|1955-01-01|
BLA000078073^BLA0NA|INTMED|1900-01-01|
BLA000078157^BLA0NA|INTMED|1955-01-01|
BLA000078159^BLA0NA|INTMED|1955-01-01|
BLA000078161^BLA0NA|INTMED|1955-01-01|
BLA000078162^BLA0NA|INTMED|1955-01-01|
BLA000078163^BLA0NA|INTMED|1955-01-01|
BLA000078466^BLA0NA|01|1900-01-01|
BLA000078547^BLA0NA|01|1955-01-01|
BLA000078595^BLA0NA|31|1900-01-01|
BLA000078598^BLA0NA|01|1900-01-01|
BLA000078623^BLA0NA|INTMED|1955-01-01|
BLA000078625^BLA0NA|INTMED|1955-01-01|
BLA000078699^BLA0NA|INTMED|1900-01-01|
BLA000078749^BLA0NA|GP|1900-01-01|
BLA000078769^BLA0NA|01|1900-01-01|
BLA000078829^BLA0NA|01|1900-01-01|
BLA000078860^BLA0NA|01|1955-01-01|
BLA000079075^BLA0NA|01|1900-01-01|
BLA000079298^BLA0NA|01|1955-01-01|
BLA000079354^BLA0NA|01|1900-01-01|
BLA000079360^BLA0NA|01|1900-01-01|
BLA000079415^BLA0NA|01|1900-01-01|
BLA000079622^BLA0NA|01|1955-01-01|
BLA000079645^BLA0NA|29|1900-01-01|
BLA000079671^BLA0NA|INTMED|1900-01-01|
BLA000079751^BLA0NA|INTMED|1955-01-01|
BLA000079763^BLA0NA|01|1900-01-01|
BLA000079792^BLA0NA|29|1900-01-01|
BLA000079818^BLA0NA|01|1900-01-01|
BLA000079825^BLA0NA|29|1900-01-01|
BLA000079854^BLA0NA|INTMED|1955-01-01|
BLA000079928^BLA0NA|INTMED|1900-01-01|
BLA000079932^BLA0NA|01|1955-01-01|
BLA000079964^BLA0NA|01|1955-01-01|
BLA000079982^BLA0NA|INTMED|1955-01-01|
BLA000080035^BLA0NA|INTMED|1900-01-01|
BLA000080099^BLA0NA|01|1955-01-01|
BLA000080146^BLA0NA|INTMED|1900-01-01|
BLA000080177^BLA0NA|31|1900-01-01|
BLA000080178^BLA0NA|INTMED|1955-01-01|
BLA000080179^BLA0NA|INTMED|1955-01-01|
BLA000080189^BLA0NA|INTMED|1955-01-01|
BLA000080190^BLA0NA|INTMED|1955-01-01|
BLA000080263^BLA0NA|01|1955-01-01|
BLA000080264^BLA0NA|01|1955-01-01|
BLA000080272^BLA0NA|31|1900-01-01|
BLA000080342^BLA0NA|INTMED|1955-01-01|
BLA000080434^BLA0NA|INTMED|1955-01-01|
BLA000080478^BLA0NA|INTMED|1900-01-01|
BLA000080543^BLA0NA|INTMED|1900-01-01|
BLA000080592^BLA0NA|INTMED|1900-01-01|
BLA000080626^BLA0NA|01|1955-01-01|
BLA000080904^BLA0NA|INTMED|1900-01-01|
BLA000081044^BLA0NA|01|1900-01-01|
BLA000081045^BLA0NA|01|1900-01-01|
BLA000081078^BLA0NA|01|1900-01-01|
BLA000081082^BLA0NA|01|1955-01-01|
BLA000081084^BLA0NA|INTMED|1955-01-01|
BLA000081092^BLA0NA|01|1900-01-01|
BLA000081141^BLA0NA|01|1900-01-01|
BLA000081935^BLA0NA|INTMED|1900-01-01|
BLA000081974^BLA0NA|29|1900-01-01|
BLA000082076^BLA0NA|INTMED|1955-01-01|
BLA000082130^BLA0NA|INTMED|1900-01-01|
BLA000082131^BLA0NA|INTMED|1900-01-01|
BLA000082245^BLA0NA|01|1900-01-01|
BLA000082334^BLA0NA|INTMED|1955-01-01|
BLA000082360^BLA0NA|INTMED|1955-01-01|
BLA000082403^BLA0NA|INTMED|1955-01-01|
BLA000082409^BLA0NA|INTMED|1900-01-01|
BLA000082554^BLA0NA|GP|1900-01-01|
BLA000082595^BLA0NA|01|1955-01-01|
BLA000082888^BLA0NA|01|1955-01-01|
BLA000083021^BLA0NA|01|1900-01-01|
BLA000083101^BLA0NA|29|1900-01-01|
BLA000083258^BLA0NA|29|1900-01-01|
BLA000083343^BLA0NA|01|1900-01-01|
BLA000083390^BLA0NA|29|1900-01-01|
BLA000083664^BLA0NA|01|1955-01-01|
BLA000083736^BLA0NA|01|1955-01-01|
BLA000083791^BLA0NA|INTMED|1900-01-01|
BLA000083910^BLA0NA|INTMED|1900-01-01|
BLA000083927^BLA0NA|01|1955-01-01|
BLA000083968^BLA0NA|INTMED|1955-01-01|
BLA000084159^BLA0NA|29|1900-01-01|
BLA000084221^BLA0NA|INTMED|1900-01-01|
BLA000084239^BLA0NA|01|1955-01-01|
BLA000084240^BLA0NA|01|1955-01-01|
BLA000084351^BLA0NA|01|1900-01-01|
BLA000084429^BLA0NA|01|1900-01-01|
BLA000084503^BLA0NA|INTMED|1955-01-01|
BLA000084526^BLA0NA|INTMED|1955-01-01|
BLA000084529^BLA0NA|INTMED|1955-01-01|
BLA000084742^BLA0NA|01|1900-01-01|
BLA000084790^BLA0NA|01|1955-01-01|
BLA000084887^BLA0NA|01|1955-01-01|
BLA000084965^BLA0NA|01|1900-01-01|
BLA000084970^BLA0NA|01|1955-01-01|
BLA000084974^BLA0NA|01|1955-01-01|
BLA000085074^BLA0NA|29|1900-01-01|
BLA000085186^BLA0NA|29|1900-01-01|
BLA000085344^BLA0NA|29|1900-01-01|
BLA000085363^BLA0NA|29|1900-01-01|
BLA000085382^BLA0NA|29|1900-01-01|
BLA000085385^BLA0NA|29|1900-01-01|
BLA000085448^BLA0NA|01|1900-01-01|
BLA000085486^BLA0NA|INTMED|1900-01-01|
BLA000085567^BLA0NA|01|1955-01-01|
BLA000085713^BLA0NA|SPOR|1900-01-01|
BLA000085826^BLA0NA|29|1900-01-01|
BLA000085929^BLA0NA|INTMED|1955-01-01|
BLA000085930^BLA0NA|INTMED|1955-01-01|
BLA000086078^BLA0NA|01|1955-01-01|
BLA000086083^BLA0NA|01|1955-01-01|
BLA000086098^BLA0NA|29|1900-01-01|
BLA000086182^BLA0NA|29|1900-01-01|
BLA000086364^BLA0NA|INTMED|1900-01-01|
BLA000086375^BLA0NA|INTMED|1900-01-01|
BLA000086413^BLA0NA|01|1955-01-01|
BLA000086455^BLA0NA|INTMED|1955-01-01|
BLA000086607^BLA0NA|01|1955-01-01|
BLA000086685^BLA0NA|01|1900-01-01|
BLA000086861^BLA0NA|01|1900-01-01|
BLA000087072^BLA0NA|INTMED|1900-01-01|
BLA000087104^BLA0NA|INTMED|1955-01-01|
BLA000087109^BLA0NA|01|1955-01-01|
BLA000087148^BLA0NA|01|1955-01-01|
BLA000087324^BLA0NA|01|1900-01-01|
BLA000087601^BLA0NA|01|1955-01-01|
BLA000087661^BLA0NA|29|1900-01-01|
BLA000087692^BLA0NA|PULMO|1900-01-01|
BLA000087742^BLA0NA|01|1900-01-01|
BLA000088016^BLA0NA|29|1900-01-01|
BLA000088104^BLA0NA|01|1955-01-01|
BLA000088116^BLA0NA|29|1900-01-01|
BLA000088258^BLA0NA|INTMED|1955-01-01|
BLA000088308^BLA0NA|29|1900-01-01|
BLA000088319^BLA0NA|29|1900-01-01|
BLA000088452^BLA0NA|01|1900-01-01|
BLA000088502^BLA0NA|01|1900-01-01|
BLA000088665^BLA0NA|INTMED|1955-01-01|
BLA000088736^BLA0NA|01|1900-01-01|
BLA000089064^BLA0NA|INTMED|1900-01-01|
BLA000089146^BLA0NA|29|1900-01-01|
BLA000089511^BLA0NA|01|1900-01-01|
